,EUR/USD Close
1883,1.2078
1884,1.1967
1885,1.2034
1886,1.2007
1887,1.2009999999999998
1888,1.2021
1889,1.2161
1890,1.2114
1891,1.214
1892,1.2266
1893,1.2291
1894,1.2228
1895,1.2105
1896,1.2099
1897,1.2148
1898,1.2104
1899,1.2104
1900,1.2106
1901,1.2256
1902,1.2312
1903,1.2385
1904,1.2318
1905,1.2346
1906,1.2407
1907,1.2431
1908,1.2445
1909,1.2537
1910,1.2614
1911,1.2591
1912,1.2629
1913,1.2624
1914,1.2712
1915,1.2736
1916,1.2703
1917,1.2753
1918,1.281
1919,1.2829
1920,1.2908
1921,1.2812
1922,1.2857
1923,1.2743
1924,1.2844
1925,1.2775
1926,1.2864
1927,1.2869
1928,1.2775
1929,1.2795
1930,1.2733
1931,1.2752
1932,1.2873
1933,1.2812
1934,1.2801
1935,1.2919
1936,1.2921
1937,1.2837
1938,1.2795
1939,1.264
1940,1.2646
1941,1.2609
1942,1.2535
1943,1.2592
1944,1.2614
1945,1.2645
1946,1.2578
1947,1.2585
1948,1.2662
1949,1.2584
1950,1.2518
1951,1.2579
1952,1.2586
1953,1.2555
1954,1.2663
1955,1.2786
1956,1.2806
1957,1.2795
1958,1.2734
1959,1.2777
1960,1.2818
1961,1.2733
1962,1.2772
1963,1.2698
1964,1.2690000000000001
1965,1.2642
1966,1.2524
1967,1.2509
1968,1.2597
1969,1.2638
1970,1.2685
1971,1.2632
1972,1.2583
1973,1.2695
1974,1.2694
1975,1.2751
1976,1.2772
1977,1.2816
1978,1.2797
1979,1.281
1980,1.2879
1981,1.2842
1982,1.2857
1983,1.2857
1984,1.2791
1985,1.2721
1986,1.2716
1987,1.2782
1988,1.2837
1989,1.2827
1990,1.2825
1991,1.2899
1992,1.2799
1993,1.2794
1994,1.2763
1995,1.2762
1996,1.2788
1997,1.2823
1998,1.2832
1999,1.2815
2000,1.2831
2001,1.2861
2002,1.2818
2003,1.2814
2004,1.2733
2005,1.2671
2006,1.2699
2007,1.2688
2008,1.2692
2009,1.2723
2010,1.266
2011,1.27
2012,1.2678
2013,1.2695
2014,1.2793
2015,1.2792
2016,1.2762
2017,1.2698
2018,1.27
2019,1.2712
2020,1.2679
2021,1.2738
2022,1.2729
2023,1.2712
2024,1.2691
2025,1.2601
2026,1.26
2027,1.2534
2028,1.2518
2029,1.2549
2030,1.2514
2031,1.2529
2032,1.2535
2033,1.2532
2034,1.2626
2035,1.262
2036,1.2551
2037,1.2566
2038,1.2615
2039,1.2691
2040,1.2735
2041,1.2728
2042,1.2765
2043,1.2761
2044,1.2778
2045,1.2716
2046,1.2722
2047,1.2771
2048,1.2771
2049,1.2824
2050,1.2849
2051,1.2809
2052,1.2823
2053,1.2823
2054,1.2794
2055,1.2815
2056,1.2813
2057,1.2843
2058,1.2927
2059,1.295
2060,1.3086
2061,1.3133
2062,1.3189
2063,1.3145
2064,1.3247
2065,1.3333
2066,1.3325
2067,1.3327
2068,1.3283
2069,1.328
2070,1.3203
2071,1.325
2072,1.3274
2073,1.3203
2074,1.3153
2075,1.3078
2076,1.3096
2077,1.3191
2078,1.3177
2079,1.3174
2080,1.3115
2081,1.3135
2082,1.3097
2083,1.3128
2084,1.3146
2085,1.3191
2086,1.3146
2087,1.3287
2088,1.3163
2089,1.3085
2090,1.3009
2091,1.3019
2092,1.3
2093,1.2936
2094,1.2890000000000001
2095,1.2921
2096,1.2935
2097,1.2922
2098,1.2930000000000001
2099,1.2958
2100,1.2963
2101,1.2953
2102,1.3022
2103,1.2958
2104,1.2928
2105,1.2911
2106,1.2954
2107,1.2961
2108,1.3029
2109,1.3021
2110,1.2966
2111,1.2928
2112,1.2978
2113,1.3006
2114,1.3037
2115,1.3005
2116,1.296
2117,1.3030000000000002
2118,1.3124
2119,1.3143
2120,1.3134
2121,1.3146
2122,1.3144
2123,1.3141
2124,1.3126
2125,1.3162
2126,1.3184
2127,1.3236
2128,1.3234
2129,1.3195
2130,1.319
2131,1.3098
2132,1.3123
2133,1.3183
2134,1.3134
2135,1.3115
2136,1.3188
2137,1.3198
2138,1.3219999999999998
2139,1.3232
2140,1.3309
2141,1.3299
2142,1.3307
2143,1.3383
2144,1.3331
2145,1.329
2146,1.3332
2147,1.3349
2148,1.3313
2149,1.3333
2150,1.3354
2151,1.3364
2152,1.3331
2153,1.3368
2154,1.3423
2155,1.3371
2156,1.3357
2157,1.3425
2158,1.3426
2159,1.3481
2160,1.3534
2161,1.3546
2162,1.3564
2163,1.3579
2164,1.3601
2165,1.3598
2166,1.3572
2167,1.3625
2168,1.3639
2169,1.3602
2170,1.3641
2171,1.3651
2172,1.3617
2173,1.3597
2174,1.3554
2175,1.3597
2176,1.3603
2177,1.3542
2178,1.3527
2179,1.3483
2180,1.3527
2181,1.354
2182,1.3589
2183,1.3519
2184,1.3493
2185,1.3505
2186,1.3465
2187,1.3465
2188,1.3459999999999999
2189,1.3434
2190,1.3449
2191,1.3453
2192,1.345
2193,1.3428
2194,1.3453
2195,1.3442
2196,1.3487
2197,1.3521
2198,1.3504
2199,1.3432
2200,1.3362
2201,1.3356
2202,1.3316
2203,1.331
2204,1.3305
2205,1.3378
2206,1.3413
2207,1.3423
2208,1.3417
2209,1.3387
2210,1.3365
2211,1.3466
2212,1.3468
2213,1.3444
2214,1.3435
2215,1.3534
2216,1.3622
2217,1.3617
2218,1.3622
2219,1.3599
2220,1.3621
2221,1.3624
2222,1.3741
2223,1.3759
2224,1.3786
2225,1.3785
2226,1.3783
2227,1.3781
2228,1.3795
2229,1.3803
2230,1.3824
2231,1.3803
2232,1.3821
2233,1.3707
2234,1.3743
2235,1.3641
2236,1.369
2237,1.3689
2238,1.3655
2239,1.3699
2240,1.3815
2241,1.3795
2242,1.3766
2243,1.3797
2244,1.3677
2245,1.3695
2246,1.3619
2247,1.3542
2248,1.3462
2249,1.3403
2250,1.3474
2251,1.3481
2252,1.3468
2253,1.3535
2254,1.3557
2255,1.3668
2256,1.365
2257,1.3626
2258,1.3672
2259,1.3635
2260,1.3638
2261,1.361
2262,1.3614
2263,1.3653
2264,1.3684
2265,1.3769
2266,1.3806
2267,1.3827
2268,1.3909
2269,1.3881
2270,1.3877
2271,1.3867
2272,1.3969999999999998
2273,1.3961
2274,1.4073
2275,1.4082
2276,1.4084
2277,1.4143
2278,1.4133
2279,1.4157
2280,1.4268
2281,1.4238
2282,1.4155
2283,1.4106
2284,1.4106
2285,1.4149
2286,1.405
2287,1.4102
2288,1.4132
2289,1.4183
2290,1.4173
2291,1.4199
2292,1.4162
2293,1.4184
2294,1.4293
2295,1.4295
2296,1.4157
2297,1.4257
2298,1.4257
2299,1.4319
2300,1.4385
2301,1.4424
2302,1.4436
2303,1.4485
2304,1.446
2305,1.45
2306,1.4469
2307,1.4553
2308,1.4635
2309,1.4665
2310,1.4665
2311,1.4548
2312,1.4601
2313,1.4652
2314,1.4617
2315,1.4657
2316,1.4668
2317,1.4812
2318,1.4864
2319,1.4845
2320,1.4835
2321,1.4878
2322,1.4845
2323,1.4855
2324,1.4753
2325,1.4635
2326,1.4671
2327,1.4764
2328,1.4609999999999999
2329,1.4631
2330,1.4654
2331,1.4709999999999999
2332,1.4652
2333,1.4717
2334,1.462
2335,1.4425
2336,1.4394
2337,1.4405
2338,1.4381
2339,1.4323
2340,1.4357
2341,1.4408
2342,1.4392
2343,1.4489
2344,1.4628
2345,1.4715
2346,1.4587
2347,1.4587
2348,1.4722
2349,1.4745
2350,1.4772
2351,1.4697
2352,1.4707
2353,1.4668
2354,1.4791
2355,1.479
2356,1.4873
2357,1.4827
2358,1.4827
2359,1.4671
2360,1.4619
2361,1.4441
2362,1.4609999999999999
2363,1.4609
2364,1.4752
2365,1.4669999999999999
2366,1.4775
2367,1.4776
2368,1.4880000000000002
2369,1.4876
2370,1.4799
2371,1.4826
2372,1.4647
2373,1.4627
2374,1.4471
2375,1.4508
2376,1.4517
2377,1.4591
2378,1.4579
2379,1.4634
2380,1.4678
2381,1.4655
2382,1.4733
2383,1.4682
2384,1.4815
2385,1.4824
2386,1.4823
2387,1.4968
2388,1.5119
2389,1.5218
2390,1.5189
2391,1.5205
2392,1.521
2393,1.5268
2394,1.5376
2395,1.5348
2396,1.5347
2397,1.5317
2398,1.5558
2399,1.5584
2400,1.5666
2401,1.5729
2402,1.5633
2403,1.5609
2404,1.5435
2405,1.5446
2406,1.5418
2407,1.5596
2408,1.5832
2409,1.5778
2410,1.5803
2411,1.5783
2412,1.56
2413,1.5683
2414,1.5676
2415,1.5718
2416,1.5704
2417,1.5714
2418,1.5826
2419,1.5742
2420,1.5832
2421,1.58
2422,1.5775
2423,1.5951
2424,1.5889
2425,1.5801
2426,1.5927
2427,1.5997
2428,1.5892
2429,1.5681
2430,1.5605
2431,1.5643
2432,1.5561
2433,1.5633
2434,1.5458
2435,1.5416
2436,1.5496
2437,1.5528
2438,1.5401
2439,1.5403
2440,1.5479
2441,1.554
2442,1.5476
2443,1.5457
2444,1.5453
2445,1.558
2446,1.5511
2447,1.5669
2448,1.5782
2449,1.5696
2450,1.579
2451,1.5769
2452,1.5702
2453,1.5634
2454,1.5506
2455,1.5554
2456,1.5542
2457,1.5468
2458,1.5433
2459,1.5588
2460,1.5761
2461,1.5652
2462,1.5459
2463,1.557
2464,1.5419999999999998
2465,1.536
2466,1.5483
2467,1.5513
2468,1.5528
2469,1.5495
2470,1.5621
2471,1.5521
2472,1.5576
2473,1.5665
2474,1.5758
2475,1.5773
2476,1.5757
2477,1.5789
2478,1.588
2479,1.5699
2480,1.571
2481,1.5721
2482,1.5756
2483,1.5743
2484,1.5784
2485,1.5925
2486,1.5908
2487,1.5875
2488,1.5815
2489,1.5818
2490,1.5844
2491,1.59
2492,1.5781
2493,1.5686
2494,1.5657
2495,1.5696
2496,1.5753
2497,1.5583
2498,1.5583
2499,1.5593
2500,1.554
2501,1.5586
2502,1.5469
2503,1.5412
2504,1.5329
2505,1.5012
2506,1.4934
2507,1.4923
2508,1.4934
2509,1.48
2510,1.4676
2511,1.47
2512,1.4783
2513,1.4743
2514,1.4882
2515,1.4769999999999999
2516,1.4754
2517,1.4647
2518,1.4709999999999999
2519,1.4701
2520,1.466
2521,1.4605
2522,1.4516
2523,1.4493
2524,1.4327
2525,1.4241
2526,1.4107
2527,1.4102
2528,1.4040000000000001
2529,1.3946
2530,1.4214
2531,1.4194
2532,1.4149
2533,1.4379
2534,1.4301
2535,1.4469
2536,1.4808
2537,1.4715
2538,1.4657
2539,1.4625
2540,1.4618
2541,1.4467
2542,1.4065
2543,1.4058
2544,1.3824
2545,1.3834
2546,1.3456
2547,1.3625
2548,1.3666
2549,1.3634
2550,1.3412
2551,1.3525
2552,1.3656
2553,1.3494
2554,1.3444
2555,1.3437
2556,1.3327
2557,1.3072
2558,1.2832
2559,1.2902
2560,1.263
2561,1.2532
2562,1.2701
2563,1.2953
2564,1.2965
2565,1.2759
2566,1.2626
2567,1.2951
2568,1.2991
2569,1.2743
2570,1.2743
2571,1.2735
2572,1.2552
2573,1.2507
2574,1.2815
2575,1.2797
2576,1.2678
2577,1.2597
2578,1.253
2579,1.2465
2580,1.2573
2581,1.2890000000000001
2582,1.3066
2583,1.2873
2584,1.2877
2585,1.2705
2586,1.2671
2587,1.2694
2588,1.2657
2589,1.2779
2590,1.268
2591,1.2953
2592,1.2923
2593,1.3012
2594,1.3316
2595,1.3371
2596,1.3665
2597,1.4126
2598,1.439
2599,1.4263
2600,1.3885
2601,1.3944
2602,1.3951
2603,1.3959
2604,1.4019
2605,1.406
2606,1.3983
2607,1.4089
2608,1.3954
2609,1.3954
2610,1.3855
2611,1.36
2612,1.3527
2613,1.3628
2614,1.3726
2615,1.3431
2616,1.3367
2617,1.3169
2618,1.3153
2619,1.3165
2620,1.3257
2621,1.3143
2622,1.288
2623,1.3018
2624,1.3001
2625,1.2978
2626,1.3181
2627,1.3176
2628,1.3139
2629,1.2979
2630,1.2793
2631,1.2827
2632,1.3039
2633,1.2856
2634,1.2796
2635,1.2945
2636,1.3024
2637,1.298
2638,1.2904
2639,1.2853
2640,1.2890000000000001
2641,1.2769
2642,1.2612
2643,1.2553
2644,1.2686
2645,1.2848
2646,1.2699
2647,1.2853
2648,1.2715
2649,1.275
2650,1.2694
2651,1.2572
2652,1.2587
2653,1.2637
2654,1.2637
2655,1.2636
2656,1.2627
2657,1.2637
2658,1.2846
2659,1.2914
2660,1.29
2661,1.2988
2662,1.3005
2663,1.3492
2664,1.3665
2665,1.3559
2666,1.3649
2667,1.345
2668,1.3566
2669,1.3513
2670,1.3305
2671,1.3162
2672,1.3282
2673,1.3282
2674,1.3447
2675,1.3482
2676,1.3395
2677,1.3257
2678,1.3257
2679,1.3159
2680,1.3146
2681,1.3376
2682,1.3287
2683,1.3191
2684,1.3167
2685,1.3027
2686,1.2926
2687,1.2928
2688,1.3019
2689,1.3123
2690,1.3247
2691,1.3022
2692,1.3146
2693,1.3249
2694,1.3230000000000002
2695,1.3267
2696,1.3373
2697,1.3312
2698,1.3341
2699,1.3341
2700,1.3621
2701,1.3595
2702,1.3642
2703,1.3581
2704,1.3653
2705,1.3479
2706,1.3552
2707,1.3636
2708,1.3768
2709,1.389
2710,1.4011
2711,1.3995
2712,1.3986
2713,1.3887
2714,1.3942
2715,1.4135
2716,1.4158
2717,1.4319
2718,1.4135
2719,1.4175
2720,1.3964
2721,1.3892
2722,1.4085
2723,1.3975
2724,1.4127
2725,1.401
2726,1.3786
2727,1.3849
2728,1.3947
2729,1.3899
2730,1.3955
2731,1.3874
2732,1.4080000000000001
2733,1.3916
2734,1.3980000000000001
2735,1.4077
2736,1.4086
2737,1.4042
2738,1.4151
2739,1.4033
2740,1.3975
2741,1.3962
2742,1.3912
2743,1.3851
2744,1.4031
2745,1.3949
2746,1.3996
2747,1.3933
2748,1.4125
2749,1.4137
2750,1.4138
2751,1.4221
2752,1.4192
2753,1.4213
2754,1.4209
2755,1.421
2756,1.4242
2757,1.4175
2758,1.4041
2759,1.4077
2760,1.4253
2761,1.4408
2762,1.4388
2763,1.4425
2764,1.4341
2765,1.4169
2766,1.4132
2767,1.4148
2768,1.4212
2769,1.4274
2770,1.4174
2771,1.4083
2772,1.4142
2773,1.4237
2774,1.4266
2775,1.4346
2776,1.4289
2777,1.4311
2778,1.4241
2779,1.4372
2780,1.4296
2781,1.4322
2782,1.4213
2783,1.4268
2784,1.425
2785,1.4311
2786,1.4329
2787,1.4507
2788,1.4542
2789,1.4574
2790,1.4594
2791,1.4615
2792,1.4675
2793,1.4731
2794,1.4744
2795,1.4722
2796,1.4676
2797,1.4799
2798,1.4744
2799,1.4652
2800,1.4669
2801,1.4599
2802,1.4571
2803,1.4632
2804,1.4522
2805,1.4571
2806,1.4652
2807,1.4713
2808,1.4680000000000002
2809,1.4779
2810,1.4709
2811,1.4777
2812,1.483
2813,1.4918
2814,1.4887
2815,1.4893
2816,1.4944
2817,1.4929
2818,1.4999
2819,1.5025
2820,1.4997
2821,1.496
2822,1.4792
2823,1.4715
2824,1.4829
2825,1.4713
2826,1.4813
2827,1.4711
2828,1.4866
2829,1.4875
2830,1.4846
2831,1.4987
2832,1.4978
2833,1.4979
2834,1.4841
2835,1.4914
2836,1.4968
2837,1.4868
2838,1.4961
2839,1.4917
2840,1.4859
2841,1.4963
2842,1.4965
2843,1.5136
2844,1.4984
2845,1.4957
2846,1.5016
2847,1.5085
2848,1.5044
2849,1.5073
2850,1.4843
2851,1.4818
2852,1.4699
2853,1.4731
2854,1.4726
2855,1.4619
2856,1.465
2857,1.4528
2858,1.4532
2859,1.4347
2860,1.4340000000000002
2861,1.4282
2862,1.425
2863,1.433
2864,1.4349
2865,1.4426
2866,1.4383
2867,1.4359
2868,1.4336
2869,1.4318
2870,1.4318
2871,1.4411
2872,1.4366
2873,1.4412
2874,1.4319
2875,1.4411
2876,1.4526
2877,1.4487
2878,1.4506
2879,1.4496
2880,1.4375
2881,1.4386
2882,1.4304
2883,1.4102
2884,1.4098
2885,1.4140000000000001
2886,1.4153
2887,1.4076
2888,1.4018
2889,1.3971
2890,1.3867
2891,1.3926
2892,1.3963
2893,1.3903
2894,1.3738
2895,1.3652
2896,1.3659
2897,1.3780000000000001
2898,1.3732
2899,1.3681
2900,1.3609
2901,1.3597
2902,1.3765
2903,1.3607
2904,1.3612
2905,1.359
2906,1.3597
2907,1.35
2908,1.3532
2909,1.3558
2910,1.3613
2911,1.3558
2912,1.3608
2913,1.3701
2914,1.3587
2915,1.3624
2916,1.3630000000000002
2917,1.3599
2918,1.3641
2919,1.3677
2920,1.3758
2921,1.3671
2922,1.3778
2923,1.3738
2924,1.3612
2925,1.3531
2926,1.3549
2927,1.35
2928,1.3331
2929,1.328
2930,1.3423
2931,1.3477
2932,1.3413
2933,1.351
2934,1.3585
2935,1.3485
2936,1.3479
2937,1.3402
2938,1.3351
2939,1.3348
2940,1.3492
2941,1.3579
2942,1.3589
2943,1.3654
2944,1.3574
2945,1.3504
2946,1.3486
2947,1.3444
2948,1.3395
2949,1.3311
2950,1.3371
2951,1.3363
2952,1.3174
2953,1.3196
2954,1.3241
2955,1.3314
2956,1.3196
2957,1.3007
2958,1.2818
2959,1.2614
2960,1.2732
2961,1.2775
2962,1.2691
2963,1.2626
2964,1.2545
2965,1.238
2966,1.2386
2967,1.2209999999999999
2968,1.2386
2969,1.2523
2970,1.2575
2971,1.2384
2972,1.2332
2973,1.2191
2974,1.2345
2975,1.2276
2976,1.23
2977,1.2235
2978,1.2243
2979,1.2163
2980,1.1963
2981,1.192
2982,1.1943
2983,1.1979
2984,1.2117
2985,1.2091
2986,1.2225
2987,1.2337
2988,1.2303
2989,1.2385
2990,1.2384
2991,1.2304
2992,1.2271
2993,1.2321
2994,1.2329
2995,1.2378
2996,1.2279
2997,1.2188
2998,1.2229
2999,1.2522
3000,1.2547
3001,1.2533
3002,1.2614
3003,1.2634
3004,1.2693
3005,1.2639
3006,1.2589
3007,1.2717
3008,1.2737
3009,1.2914
3010,1.2925
3011,1.2945
3012,1.2889
3013,1.2766
3014,1.2889
3015,1.2909
3016,1.2995
3017,1.3002
3018,1.2979
3019,1.3085
3020,1.3054
3021,1.3167
3022,1.3229
3023,1.3159999999999998
3024,1.3178
3025,1.3288
3026,1.3223
3027,1.3191
3028,1.2884
3029,1.2828
3030,1.2753
3031,1.2816
3032,1.288
3033,1.286
3034,1.2819
3035,1.2708
3036,1.2665
3037,1.2674
3038,1.2653
3039,1.2735
3040,1.2738
3041,1.2662
3042,1.2684
3043,1.2802
3044,1.2815
3045,1.2891
3046,1.2872
3047,1.2698
3048,1.2712
3049,1.2703
3050,1.2707
3051,1.2872
3052,1.3011
3053,1.3012
3054,1.3083
3055,1.3042
3056,1.3064
3057,1.3242
3058,1.3393
3059,1.3314
3060,1.3484
3061,1.3472
3062,1.3583
3063,1.3627
3064,1.3632
3065,1.3778
3066,1.3683
3067,1.383
3068,1.3935
3069,1.3917
3070,1.3922
3071,1.3875
3072,1.3914
3073,1.3962
3074,1.4076
3075,1.3969
3076,1.3986
3077,1.3728
3078,1.3956
3079,1.3923
3080,1.3934
3081,1.3979
3082,1.3848
3083,1.3764
3084,1.3931
3085,1.3908
3086,1.3879
3087,1.4027
3088,1.4132
3089,1.4206
3090,1.4035
3091,1.3918
3092,1.3775
3093,1.3780000000000001
3094,1.3658
3095,1.3699
3096,1.3564
3097,1.3488
3098,1.3518
3099,1.3630000000000002
3100,1.3685
3101,1.3624
3102,1.3375
3103,1.3324
3104,1.3376
3105,1.3236
3106,1.3123
3107,1.2998
3108,1.3135
3109,1.3223
3110,1.3408
3111,1.3323
3112,1.3274
3113,1.3258
3114,1.3239
3115,1.3226
3116,1.3389
3117,1.3384
3118,1.3221
3119,1.3224
3120,1.3181
3121,1.3119999999999998
3122,1.3092
3123,1.3092
3124,1.3115
3125,1.3115
3126,1.3156
3127,1.3114
3128,1.3231
3129,1.3279
3130,1.3366
3131,1.3351
3132,1.3298
3133,1.3149
3134,1.3014
3135,1.2924
3136,1.295
3137,1.2977
3138,1.3130000000000002
3139,1.3349
3140,1.3368
3141,1.3294
3142,1.3382
3143,1.3465
3144,1.347
3145,1.3615
3146,1.3641
3147,1.3683
3148,1.369
3149,1.3737
3150,1.3606
3151,1.3693
3152,1.3831
3153,1.3807
3154,1.3632
3155,1.3588
3156,1.3586
3157,1.3635
3158,1.3721
3159,1.3595
3160,1.355
3161,1.3483
3162,1.3483
3163,1.3561
3164,1.3604
3165,1.3686
3166,1.3675
3167,1.3655
3168,1.3749
3169,1.3799
3170,1.3744
3171,1.3801
3172,1.3771
3173,1.3866
3174,1.396
3175,1.3983
3176,1.3973
3177,1.39
3178,1.3902
3179,1.3784
3180,1.3903
3181,1.3997
3182,1.3993
3183,1.3897
3184,1.4017
3185,1.4165
3186,1.422
3187,1.4202
3188,1.4126
3189,1.4168
3190,1.4068
3191,1.4091
3192,1.4095
3193,1.4132
3194,1.4197
3195,1.4224
3196,1.4216
3197,1.4222
3198,1.4334
3199,1.4307
3200,1.4439
3201,1.4433
3202,1.4478
3203,1.4445
3204,1.4491
3205,1.4421
3206,1.4236
3207,1.4338
3208,1.4509999999999998
3209,1.4543
3210,1.4547
3211,1.4580000000000002
3212,1.464
3213,1.4789
3214,1.4822
3215,1.4826
3216,1.4825
3217,1.4824
3218,1.483
3219,1.4529
3220,1.4346
3221,1.435
3222,1.4402
3223,1.4195
3224,1.4240000000000002
3225,1.4106
3226,1.4184
3227,1.4227
3228,1.4233
3229,1.4308
3230,1.4176
3231,1.4049
3232,1.4113
3233,1.4093
3234,1.4132
3235,1.4292
3236,1.4278
3237,1.4386
3238,1.4345
3239,1.4484
3240,1.4625
3241,1.4568
3242,1.4685
3243,1.4573
3244,1.4517
3245,1.4337
3246,1.4411
3247,1.4449
3248,1.4173
3249,1.4176
3250,1.4289
3251,1.43
3252,1.4406
3253,1.4355
3254,1.4237
3255,1.4169999999999998
3256,1.4280000000000002
3257,1.4354
3258,1.4428
3259,1.4514
3260,1.4521
3261,1.4529
3262,1.4421
3263,1.43
3264,1.4351
3265,1.4249
3266,1.4017
3267,1.3968
3268,1.4139
3269,1.4131
3270,1.4145
3271,1.4102
3272,1.4134
3273,1.4227
3274,1.4375
3275,1.4361
3276,1.4373
3277,1.4509999999999998
3278,1.4366
3279,1.4306
3280,1.4379
3281,1.4265
3282,1.4216
3283,1.432
3284,1.4132
3285,1.4274
3286,1.4206
3287,1.4339
3288,1.4189
3289,1.4240000000000002
3290,1.4248
3291,1.4442
3292,1.4411
3293,1.4439
3294,1.4325
3295,1.4393
3296,1.4369
3297,1.4437
3298,1.4421
3299,1.4383
3300,1.4496
3301,1.4512
3302,1.4462
3303,1.4379
3304,1.4269999999999998
3305,1.4192
3306,1.4092
3307,1.3996
3308,1.409
3309,1.3892
3310,1.3663
3311,1.3616
3312,1.3695
3313,1.3768
3314,1.3878
3315,1.3791
3316,1.3698
3317,1.3665
3318,1.3607
3319,1.3462
3320,1.3502
3321,1.3495
3322,1.3596
3323,1.355
3324,1.3585
3325,1.3395
3326,1.3224
3327,1.3343
3328,1.3342
3329,1.3443
3330,1.3395
3331,1.3637
3332,1.3674
3333,1.3803
3334,1.379
3335,1.3875
3336,1.3748
3337,1.3788
3338,1.375
3339,1.3784
3340,1.3869
3341,1.3925
3342,1.391
3343,1.3902
3344,1.4179
3345,1.4165
3346,1.3840000000000001
3347,1.3678
3348,1.3745
3349,1.3831
3350,1.3769
3351,1.3769999999999998
3352,1.3837
3353,1.3546
3354,1.3595
3355,1.3746
3356,1.3637
3357,1.3541
3358,1.3484
3359,1.3463
3360,1.3517
3361,1.3505
3362,1.351
3363,1.3356
3364,1.3338
3365,1.3233
3366,1.3294
3367,1.3327
3368,1.344
3369,1.3456
3370,1.3402
3371,1.3392
3372,1.3401
3373,1.3413
3374,1.3331
3375,1.337
3376,1.3185
3377,1.3027
3378,1.2984
3379,1.3016
3380,1.3034
3381,1.2996
3382,1.3076
3383,1.3043
3384,1.3051
3385,1.3038
3386,1.3059
3387,1.3066
3388,1.2938
3389,1.2961
3390,1.2941
3391,1.2922
3392,1.305
3393,1.2947
3394,1.2779
3395,1.2721
3396,1.2769
3397,1.2774
3398,1.2705
3399,1.2825
3400,1.2684
3401,1.2675
3402,1.2723
3403,1.2849
3404,1.2957
3405,1.2928
3406,1.3033
3407,1.3023
3408,1.311
3409,1.3105
3410,1.3215
3411,1.3117
3412,1.3083
3413,1.3153
3414,1.3147
3415,1.3146
3416,1.3131
3417,1.3244
3418,1.3259999999999998
3419,1.3284
3420,1.3166
3421,1.3191
3422,1.3115
3423,1.3074
3424,1.3153
3425,1.3157
3426,1.3241
3427,1.3236
3428,1.3245
3429,1.3365
3430,1.3463
3431,1.34
3432,1.3461
3433,1.3322
3434,1.3306
3435,1.3207
3436,1.3221
3437,1.3112
3438,1.3148
3439,1.3266
3440,1.3114
3441,1.315
3442,1.3071
3443,1.3019999999999998
3444,1.3094
3445,1.3168
3446,1.3236
3447,1.3217
3448,1.3207
3449,1.3187
3450,1.3262
3451,1.3361
3452,1.3329
3453,1.3321
3454,1.3293
3455,1.3336
3456,1.3328
3457,1.3229
3458,1.3139
3459,1.3064
3460,1.3088
3461,1.3117
3462,1.3076
3463,1.3102
3464,1.3187
3465,1.3072
3466,1.3138
3467,1.3130000000000002
3468,1.3114
3469,1.3134
3470,1.3215
3471,1.3154
3472,1.3182
3473,1.3214
3474,1.324
3475,1.3247
3476,1.3236
3477,1.3235
3478,1.3156
3479,1.315
3480,1.3089
3481,1.3058
3482,1.3016
3483,1.2942
3484,1.2946
3485,1.2922
3486,1.2839
3487,1.2728
3488,1.2723
3489,1.27
3490,1.2773
3491,1.2816
3492,1.2676
3493,1.2584
3494,1.2533
3495,1.2518
3496,1.2543
3497,1.2493
3498,1.2373
3499,1.2375
3500,1.2408
3501,1.2496
3502,1.2446
3503,1.2572
3504,1.2582
3505,1.2501
3506,1.2483
3507,1.2499
3508,1.2571
3509,1.2614
3510,1.2645
3511,1.2577
3512,1.2691
3513,1.2670000000000001
3514,1.2545
3515,1.2565
3516,1.25
3517,1.2499
3518,1.2469
3519,1.2445
3520,1.2654
3521,1.2583
3522,1.2607
3523,1.2533
3524,1.2389
3525,1.2275
3526,1.2309999999999999
3527,1.2252
3528,1.2233
3529,1.2209999999999999
3530,1.224
3531,1.2279
3532,1.2281
3533,1.2276
3534,1.2271
3535,1.2164
3536,1.2134
3537,1.2064
3538,1.2152
3539,1.2282
3540,1.2317
3541,1.2253
3542,1.2308
3543,1.2239
3544,1.2176
3545,1.2379
3546,1.2412
3547,1.2405
3548,1.2358
3549,1.2292
3550,1.2293
3551,1.2332
3552,1.2324
3553,1.2287
3554,1.2362
3555,1.2318
3556,1.2344
3557,1.2465
3558,1.2518
3559,1.2561
3560,1.2516
3561,1.2496
3562,1.2563
3563,1.2528
3564,1.2515
3565,1.2578
3566,1.2593
3567,1.2570000000000001
3568,1.2598
3569,1.2639
3570,1.2798
3571,1.2761
3572,1.2855
3573,1.2895
3574,1.2988
3575,1.3122
3576,1.3101
3577,1.3035
3578,1.3056
3579,1.2969
3580,1.2989
3581,1.2927
3582,1.2906
3583,1.2857
3584,1.2914
3585,1.2844
3586,1.288
3587,1.2919
3588,1.29
3589,1.3014
3590,1.3017
3591,1.2972
3592,1.2873
3593,1.2894
3594,1.2930000000000001
3595,1.2956
3596,1.2951
3597,1.3045
3598,1.3123
3599,1.3068
3600,1.3021
3601,1.3049
3602,1.2977
3603,1.2964
3604,1.2945
3605,1.2934
3606,1.2898
3607,1.2962
3608,1.2919999999999998
3609,1.2936
3610,1.2832
3611,1.2794
3612,1.281
3613,1.2765
3614,1.2745
3615,1.2711
3616,1.271
3617,1.2705
3618,1.2732
