,CBOE_VX1_FWd,CBOE_VX1_FWo,CBOE_VX1_FWh,CBOE_VX1_FWl,CBOE_VX1_FWs,CBOE_VX1_FWv,CBOE_VX1_FWpo,CME_US1_FWd,CME_US1_FWo,CME_US1_FWh,CME_US1_FWl,CME_US1_FWs,CME_US1_FWv,CME_US1_FWpo,CME_FV1_FWd,CME_FV1_FWo,CME_FV1_FWh,CME_FV1_FWl,CME_FV1_FWs,CME_FV1_FWv,CME_FV1_FWpo,CME_C1_FWd,CME_C1_FWo,CME_C1_FWh,CME_C1_FWl,CME_C1_FWs,CME_C1_FWv,CME_C1_FWpo,CME_RR1_FWd,CME_RR1_FWo,CME_RR1_FWh,CME_RR1_FWl,CME_RR1_FWs,CME_RR1_FWv,CME_RR1_FWpo,CME_BO1_FWd,CME_BO1_FWo,CME_BO1_FWh,CME_BO1_FWl,CME_BO1_FWs,CME_BO1_FWv,CME_BO1_FWpo,CME_S1_FWd,CME_S1_FWo,CME_S1_FWh,CME_S1_FWl,CME_S1_FWs,CME_S1_FWv,CME_S1_FWpo,CME_W1_FWd,CME_W1_FWo,CME_W1_FWh,CME_W1_FWl,CME_W1_FWs,CME_W1_FWv,CME_W1_FWpo,CME_AD1_FWd,CME_AD1_FWo,CME_AD1_FWh,CME_AD1_FWl,CME_AD1_FWs,CME_AD1_FWv,CME_AD1_FWpo,CME_BP1_FWd,CME_BP1_FWo,CME_BP1_FWh,CME_BP1_FWl,CME_BP1_FWs,CME_BP1_FWv,CME_BP1_FWpo,CME_CD1_FWd,CME_CD1_FWo,CME_CD1_FWh,CME_CD1_FWl,CME_CD1_FWs,CME_CD1_FWv,CME_CD1_FWpo,CEM_ED1_FWd,CEM_ED1_FWo,CEM_ED1_FWh,CEM_ED1_FWl,CEM_ED1_FWs,CEM_ED1_FWv,CEM_ED1_FWpo,CME_JY1_FWd,CME_JY1_FWo,CME_JY1_FWh,CME_JY1_FWl,CME_JY1_FWs,CME_JY1_FWv,CME_JY1_FWpo,CME_LC1_FWd,CME_LC1_FWo,CME_LC1_FWh,CME_LC1_FWl,CME_LC1_FWs,CME_LC1_FWv,CME_LC1_FWpo,CME_MP1_FWd,CME_MP1_FWo,CME_MP1_FWh,CME_MP1_FWl,CME_MP1_FWs,CME_MP1_FWv,CME_MP1_FWpo,CME_LB1_FWd,CME_LB1_FWo,CME_LB1_FWh,CME_LB1_FWl,CME_LB1_FWs,CME_LB1_FWv,CME_LB1_FWpo,CME_SF1_FWd,CME_SF1_FWo,CME_SF1_FWh,CME_SF1_FWl,CME_SF1_FWs,CME_SF1_FWv,CME_SF1_FWpo,CME_RB1_FWd,CME_RB1_FWo,CME_RB1_FWh,CME_RB1_FWl,CME_RB1_FWs,CME_RB1_FWv,CME_RB1_FWpo,CME_HO1_FWd,CME_HO1_FWo,CME_HO1_FWh,CME_HO1_FWl,CME_HO1_FWs,CME_HO1_FWv,CME_HO1_FWpo,CME_NG1_FWd,CME_NG1_FWo,CME_NG1_FWh,CME_NG1_FWl,CME_NG1_FWs,CME_NG1_FWv,CME_NG1_FWpo,CME_CL1_FWd,CME_CL1_FWo,CME_CL1_FWh,CME_CL1_FWl,CME_CL1_FWs,CME_CL1_FWv,CME_CL1_FWpo,CME_RB1_FWd,CME_RB1_FWo,CME_RB1_FWh,CME_RB1_FWl,CME_RB1_FWs,CME_RB1_FWv,CME_RB1_FWpo
188,2018-08-09,14.0,14.17,13.75,14.125,58918,176697,2018-08-09,142.71875,143.53125,142.59375,143.28125,272596,849470,2018-08-09,113.1953125,113.34375,113.1796875,113.3046875,621949,4093078,2018-08-09,371.0,372.75,366.5,369.25,125872,427757,2018-08-09,10.64,10.75,10.48,10.74,933.0,5915.0,2018-08-09,28.56,28.71,28.44,28.55,11606,59317,2018-08-09,899.25,903.5,891.25,893.0,9599,60615,2018-08-09,570.5,573.75,561.75,564.5,79359,137871,2018-08-09,0.7435,0.7454,0.7374,0.7386,105088.0,135676.0,2018-08-09,1.2904,1.2929,1.2833,1.2865,105490,211072,2018-08-09,0.76865,0.7697,0.76585,0.76745,48642.0,134634.0,,,,,,,,2018-08-09,9037.5,9055.0,9015.0,9027.5,81446,188186,2018-08-09,111.0,111.0,108.625,109.05,28487,131376,2018-08-09,53830.0,53920.0,53160.0,53360.0,49873.0,202613.0,2018-08-09,406.5,422.7,404.0,410.7,515.0,3168.0,2018-08-09,1.0102,1.0137,1.008,1.0099,28288.0,91040.0,2018-08-09,2.018,2.0224,1.9945,1.9999,89473,122948,2018-08-09,2.1177,2.1319,2.1044,2.1119,54871,102146,2018-08-09,2.943,2.959,2.93,2.955,174441,211835,2018-08-09,66.79,67.41,66.49,66.81,495939,285802,2018-08-09,2.018,2.0224,1.9945,1.9999,89473,122948
189,2018-08-08,14.0,14.16,13.8,13.975,62058,168504,2018-08-08,142.59375,142.90625,142.34375,142.625,199053,841729,2018-08-08,113.1640625,113.2421875,113.140625,113.1875,560023,4097771,2018-08-08,370.5,373.75,370.0,371.25,100930,464125,2018-08-08,10.92,10.92,10.58,10.65,1089.0,6305.0,2018-08-08,28.7,28.88,28.54,28.59,11143,61090,2018-08-08,892.25,903.0,888.0,899.75,10598,60989,2018-08-08,569.75,578.0,564.5,570.0,88390,149005,2018-08-08,0.742,0.7441,0.7384,0.7439,91669.0,139353.0,2018-08-08,1.2957,1.298,1.2872,1.2913,107107,203551,2018-08-08,0.7662,0.76935,0.76265,0.76895,90440.0,138085.0,,,,,,,,2018-08-08,9000.0,9046.0,8996.5,9035.0,100142,185235,2018-08-08,110.8,111.1,110.05,111.0,17637,129685,2018-08-08,53860.0,53980.0,53530.0,53870.0,41419.0,198230.0,2018-08-08,418.8,422.3,411.4,411.4,653.0,3425.0,2018-08-08,1.0073,1.0105,1.0062,1.0104,21389.0,90793.0,2018-08-08,2.0935,2.0985,2.0067,2.0195,118271,139865,2018-08-08,2.163,2.1755,2.1024,2.1157,68339,106580,2018-08-08,2.893,2.951,2.884,2.949,188284,246134,2018-08-08,69.09,69.37,66.32,66.94,742723,326463,2018-08-08,2.0935,2.0985,2.0067,2.0195,118271,139865
190,2018-08-07,14.35,14.5,13.95,14.025,75413,162042,2018-08-07,143.125,143.28125,142.46875,142.59375,187602,837327,2018-08-07,113.3359375,113.34375,113.140625,113.1640625,494938,4095811,2018-08-07,371.0,373.25,368.75,370.75,138616,503986,2018-08-07,11.285,11.285,10.88,10.91,918.0,6573.0,2018-08-07,28.49,28.78,28.45,28.75,8475,63963,2018-08-07,887.25,897.5,885.75,895.25,12282,61710,2018-08-07,575.25,586.25,564.0,568.25,99105,159705,2018-08-07,0.7387,0.7441,0.7384,0.7424,90229.0,139400.0,2018-08-07,1.2964,1.2993,1.2944,1.2955,82365,197983,2018-08-07,0.76945,0.77195,0.7653,0.76585,68270.0,137507.0,,,,,,,,2018-08-07,9001.0,9033.5,8993.5,8999.0,86394,183497,2018-08-07,111.6,111.975,110.1,110.925,26590,130513,2018-08-07,53620.0,53990.0,53550.0,53790.0,35178.0,198905.0,2018-08-07,422.6,427.9,418.6,426.4,358.0,3507.0,2018-08-07,1.0069,1.0104,1.0066,1.0078,17224.0,91798.0,2018-08-07,2.0641,2.1056,2.0596,2.104,73186,145066,2018-08-07,2.1376,2.1759,2.1359,2.1691,49811,111506,2018-08-07,2.861,2.9,2.857,2.897,152420,271736,2018-08-07,68.9,69.83,68.81,69.17,474448,375506,2018-08-07,2.0641,2.1056,2.0596,2.104,73186,145066
191,2018-08-06,14.78,14.9,14.3,14.375,71132,150301,2018-08-06,142.96875,143.5625,142.875,143.25,211459,840054,2018-08-06,113.3046875,113.3984375,113.234375,113.3359375,495378,4055604,2018-08-06,370.0,371.75,368.25,371.0,64412,514411,2018-08-06,11.575,11.655,11.21,11.275,418.0,6714.0,2018-08-06,28.52,28.66,28.35,28.45,9891,64553,2018-08-06,890.5,892.5,877.0,882.75,9501,63021,2018-08-06,555.0,576.25,551.5,574.5,73095,164828,2018-08-06,0.7401,0.7407,0.7375,0.7391,64071.0,141596.0,2018-08-06,1.3026,1.3027,1.294,1.2964,75575,191575,2018-08-06,0.77035,0.7705,0.7673,0.7695,40986.0,138106.0,,,,,,,,2018-08-06,9017.0,9020.5,8990.5,9001.0,69489,184711,2018-08-06,112.0,112.15,111.225,111.55,20324,130721,2018-08-06,53570.0,53810.0,53360.0,53720.0,31349.0,198775.0,2018-08-06,425.5,430.0,417.6,422.7,581.0,3655.0,2018-08-06,1.0092,1.0094,1.0049,1.0071,21289.0,90898.0,2018-08-06,2.0664,2.0847,2.0523,2.0651,73212,155167,2018-08-06,2.1281,2.1617,2.1263,2.1393,47100,116976,2018-08-06,2.851,2.865,2.822,2.86,98664,283647,2018-08-06,68.65,69.92,68.5,69.01,492667,388488,2018-08-06,2.0664,2.0847,2.0523,2.0651,73212,155167
192,2018-08-03,14.85,15.02,14.65,14.8,61554,137405,2018-08-03,142.4375,143.0625,142.28125,142.96875,234531,842171,2018-08-03,113.09375,113.3046875,113.0625,113.296875,679406,4022570,2018-08-03,366.75,371.25,364.75,369.75,62157,523940,2018-08-03,11.61,11.795,11.415,11.495,352.0,6711.0,2018-08-03,28.29,28.56,28.16,28.52,12548,65294,2018-08-03,888.0,893.0,873.25,891.5,15795,63620,2018-08-03,563.25,567.75,554.0,556.25,75713,169582,2018-08-03,0.7365,0.7413,0.7349,0.7406,111225.0,143739.0,2018-08-03,1.3039,1.3064,1.2997,1.3028,95310,193419,2018-08-03,0.76815,0.7719,0.7674,0.771,78474.0,135166.0,,,,,,,,2018-08-03,8980.0,9026.5,8962.5,9014.0,104623,186704,2018-08-03,109.675,112.15,109.5,112.0,28331,128300,2018-08-03,53300.0,53590.0,53090.0,53560.0,45208.0,200707.0,2018-08-03,420.9,436.3,413.3,430.5,619.0,3674.0,2018-08-03,1.0079,1.0114,1.0069,1.0094,25811.0,92710.0,2018-08-03,2.0631,2.0906,2.0547,2.0655,80097,159292,2018-08-03,2.1267,2.1445,2.113,2.1269,54673,119535,2018-08-03,2.819,2.862,2.814,2.853,142291,294075,2018-08-03,68.99,69.24,67.87,68.49,473762,403537,2018-08-03,2.0631,2.0906,2.0547,2.0655,80097,159292
193,2018-08-02,15.1,15.78,14.85,14.975,79302,127275,2018-08-02,142.1875,142.78125,142.0625,142.4375,264972,841702,2018-08-02,113.015625,113.1328125,112.984375,113.125,647192,3991938,2018-08-02,365.0,372.75,364.75,366.75,142163,546379,2018-08-02,11.87,11.93,11.53,11.63,737.0,6698.0,2018-08-02,28.62,28.76,28.05,28.29,18465,65427,2018-08-02,886.75,893.0,875.5,887.0,12688,64875,2018-08-02,559.5,593.0,559.0,560.5,146930,179555,2018-08-02,0.7407,0.7413,0.7356,0.7364,80908.0,139852.0,2018-08-02,1.3146,1.3177,1.3036,1.3046,153027,181845,2018-08-02,0.76955,0.77015,0.7675,0.7684,54916.0,134368.0,,,,,,,,2018-08-02,8977.0,9010.0,8974.5,8979.0,111087,192406,2018-08-02,110.625,110.775,109.3,109.95,16038,127661,2018-08-02,53400.0,53450.0,52930.0,53240.0,50800.0,196388.0,2018-08-02,425.4,432.3,425.4,425.4,516.0,3786.0,2018-08-02,1.0118,1.0121,1.0079,1.0082,20863.0,91171.0,2018-08-02,2.0461,2.0837,2.0226,2.0681,80044,163657,2018-08-02,2.0984,2.1387,2.086,2.1318,57334,127431,2018-08-02,2.745,2.828,2.74,2.816,175200,291361,2018-08-02,67.86,69.36,66.92,68.96,528548,405238,2018-08-02,2.0461,2.0837,2.0226,2.0681,80044,163657
194,2018-08-01,15.05,15.25,14.85,15.125,66127,139468,2018-08-01,143.0,143.28125,141.84375,142.21875,294352,823958,2018-08-01,113.09375,113.203125,112.953125,113.0078125,765713,3949149,2018-08-01,372.0,373.0,364.0,365.0,102097,557013,2018-08-01,11.88,12.025,11.845,11.875,444.0,6734.0,2018-08-01,28.81,28.85,28.56,28.62,18638,68304,2018-08-01,903.0,904.5,889.25,891.5,29217,69481,2018-08-01,555.25,566.0,550.75,558.25,96499,179246,2018-08-01,0.7429,0.7431,0.7391,0.7402,83269.0,135436.0,2018-08-01,1.3143,1.3169,1.312,1.3153,85078,178570,2018-08-01,0.76915,0.7713,0.7679,0.77025,70624.0,134102.0,,,,,,,,2018-08-01,8970.5,9004.5,8943.5,8991.0,131004,195067,2018-08-01,109.3,110.875,109.05,110.275,23083,127998,2018-08-01,53280.0,53500.0,53040.0,53370.0,51465.0,189629.0,2018-08-01,455.4,455.4,440.4,440.4,361.0,3817.0,2018-08-01,1.0137,1.0138,1.0105,1.0123,20042.0,90989.0,2018-08-01,2.0773,2.0807,2.038,2.0451,75369,166998,2018-08-01,2.133,2.1359,2.0888,2.0974,70635,129602,2018-08-01,2.78,2.788,2.744,2.758,117596,291194,2018-08-01,68.43,68.52,67.31,67.66,574344,416984,2018-08-01,2.0773,2.0807,2.038,2.0451,75369,166998
195,2018-07-31,15.426,15.444,14.764,14.835,76197,119230,2018-07-31,142.59375,143.5,142.5625,142.96875,443680,824939,2018-07-31,113.125,113.265625,113.09375,113.125,1006007,3954391,2018-07-31,367.0,374.25,366.25,372.25,118663,568583,2018-07-31,11.935,12.055,11.845,11.915,364.0,6794.0,2018-07-31,28.47,28.938,28.44,28.858,16145,55919,2018-07-31,879.7,910.8,877.45,907.75,29659,59528,2018-07-31,545.5,565.0,540.5,553.75,91335,181736,2018-07-31,0.741,0.7443,0.7405,0.7439,104070.0,138991.0,2018-07-31,1.3157,1.32,1.3115,1.315,100969,178154,2018-07-31,0.76805,0.771,0.76415,0.76995,105014.0,138552.0,,,,,,,,2018-07-31,9034.0,9063.5,8959.0,8970.0,210264,185755,2018-07-31,109.35,109.82,108.55,108.975,19399,108417,2018-07-31,53600.0,53620.0,53150.0,53210.0,55471.0,190404.0,2018-07-31,446.9,459.3,440.3,455.4,634.0,3919.0,2018-07-31,1.0158,1.0174,1.0133,1.014,28395.0,92698.0,2018-07-31,2.12232,2.12542,2.07364,2.09022,69060,130163,2018-07-31,2.17382,2.18014,2.12154,2.1363,52820,106829,2018-07-31,2.801,2.831,2.772,2.782,145571,294933,2018-07-31,70.05,70.22,67.98,68.76,515739,431396,2018-07-31,2.12232,2.12542,2.07364,2.09022,69060,130163
196,2018-07-30,14.886,15.39,14.66,15.325,77576,131112,2018-07-30,143.0,143.0,142.375,142.625,228730,824590,2018-07-30,113.1484375,113.15625,113.0390625,113.1171875,534174,3944494,2018-07-30,364.0,369.25,363.5,367.25,110292,583574,2018-07-30,12.0,12.04,11.735,11.955,396.0,6878.0,2018-07-30,28.618,28.744,28.334,28.4,42883,44833,2018-07-30,881.5,884.25,874.1,878.45,44791,49365,2018-07-30,533.5,551.75,532.75,546.5,67887,184251,2018-07-30,0.7404,0.7414,0.7387,0.7411,56112.0,136627.0,2018-07-30,1.3131,1.3179,1.3123,1.3161,67045,177568,2018-07-30,0.76635,0.7702,0.7652,0.76855,57065.0,139236.0,,,,,,,,2018-07-30,9038.5,9046.5,9024.0,9036.5,74053,188030,2018-07-30,109.7,110.435,108.665,109.25,15372,92932,2018-07-30,53310.0,53660.0,53190.0,53530.0,38933.0,186823.0,2018-07-30,453.3,457.7,440.0,445.5,930.0,4135.0,2018-07-30,1.0098,1.0164,1.0083,1.0163,25401.0,93025.0,2018-07-30,2.13748,2.1486,2.12554,2.13204,51083,98293,2018-07-30,2.16016,2.17692,2.15478,2.1743,33965,81719,2018-07-30,2.794,2.814,2.766,2.797,115924,293808,2018-07-30,69.01,70.43,68.8,70.13,461137,431821,2018-07-30,2.13748,2.1486,2.12554,2.13204,51083,98293
197,2018-07-27,14.25,15.086,14.07,14.665,109179,145187,2018-07-27,142.65625,143.25,142.5,142.9375,244986,834502,2018-07-27,113.0625,113.1640625,113.03125,113.125,584383,3962548,2018-07-27,361.0,363.75,359.5,362.0,114884,609645,2018-07-27,11.96,12.055,11.95,12.005,261.0,6747.0,2018-07-27,28.198,28.628,28.154,28.604,35523,40345,2018-07-27,860.25,876.0,860.25,872.4,28528,53701,2018-07-27,536.0,542.0,525.25,530.5,90190,192052,2018-07-27,0.7379,0.7416,0.7371,0.7405,73900.0,135566.0,2018-07-27,1.3136,1.3157,1.3109,1.3139,78184,176770,2018-07-27,0.7652,0.76745,0.7652,0.7659,50593.0,140187.0,,,,,,,,2018-07-27,9018.0,9055.0,9017.0,9039.0,98464,191843,2018-07-27,108.7,109.85,108.06,109.365,13041,77237,2018-07-27,53240.0,53550.0,53140.0,53270.0,48157.0,179814.0,2018-07-27,468.1,468.1,463.3,463.3,303.0,4180.0,2018-07-27,1.0098,1.0109,1.0063,1.0101,22844.0,92286.0,2018-07-27,2.14148,2.1656,2.1356,2.14226,42510,72665,2018-07-27,2.17666,2.18114,2.15508,2.15688,32807,60187,2018-07-27,2.7614,2.8038,2.7594,2.79,84426,239003,2018-07-27,69.58,69.77,68.26,68.69,457115,447434,2018-07-27,2.14148,2.1656,2.1356,2.14226,42510,72665
198,2018-07-26,14.26,14.34,13.918,14.065,64278,165588,2018-07-26,142.71875,143.25,142.5625,142.6875,241456,835522,2018-07-26,113.1015625,113.203125,113.0390625,113.078125,638590,3940211,2018-07-26,361.0,365.75,360.25,361.5,131806,613841,2018-07-26,12.035,12.05,11.955,12.0,208.0,6693.0,2018-07-26,28.45,28.712,28.132,28.174,26782,41718,2018-07-26,871.0,882.05,859.25,862.25,38959,57946,2018-07-26,544.75,553.75,532.0,536.5,125132,191216,2018-07-26,0.7445,0.7466,0.7373,0.7379,103978.0,132061.0,2018-07-26,1.3213,1.324,1.3132,1.3138,108148,177889,2018-07-26,0.76735,0.76845,0.7644,0.7658,77984.0,145183.0,,,,,,,,2018-07-26,9047.5,9073.0,9017.5,9020.0,111797,194065,2018-07-26,110.1,110.99,107.075,108.235,23079,64079,2018-07-26,53120.0,53390.0,52910.0,53200.0,59709.0,181734.0,2018-07-26,488.0,492.0,478.3,478.3,210.0,4189.0,2018-07-26,1.0126,1.0141,1.009,1.0096,19781.0,90843.0,2018-07-26,2.11348,2.15822,2.1122,2.15316,47083,54414,2018-07-26,2.15246,2.18234,2.15056,2.1777,32168,48298,2018-07-26,2.7638,2.787,2.757,2.7692,99909,187121,2018-07-26,69.38,69.92,68.92,69.61,484401,453243,2018-07-26,2.11348,2.15822,2.1122,2.15316,47083,54414
199,2018-07-25,14.05,14.31,13.66,13.825,92627,181430,2018-07-25,143.125,143.59375,142.625,143.40625,326744,833474,2018-07-25,113.1953125,113.265625,113.078125,113.25,927089,3913246,2018-07-25,352.25,360.0,352.0,359.25,109365,642737,2018-07-25,12.045,12.065,12.01,12.045,148.0,6659.0,2018-07-25,28.25,28.47,28.17,28.41,21843,42974,2018-07-25,860.0,863.0,852.0,860.75,26585,64857,2018-07-25,511.5,545.25,511.25,542.75,137261,187451,2018-07-25,0.7421,0.7466,0.7394,0.7439,107964.0,131254.0,2018-07-25,1.3171,1.323,1.3161,1.3202,97599,179474,2018-07-25,0.7605,0.76845,0.76015,0.76665,98742.0,145286.0,,,,,,,,2018-07-25,9024.5,9069.5,9009.5,9053.5,147062,198660,2018-07-25,108.25,109.675,107.75,109.025,11740,52138,2018-07-25,52510.0,53120.0,52490.0,53000.0,51299.0,177413.0,2018-07-25,495.3,498.9,483.9,493.3,399.0,4181.0,2018-07-25,1.0108,1.0138,1.0095,1.0118,20378.0,91754.0,2018-07-25,2.1094,2.1277,2.092,2.1231,24531,37312,2018-07-25,2.1385,2.1587,2.13,2.1512,24499,40597,2018-07-25,2.7326,2.7728,2.7294,2.767,62634,140626,2018-07-25,68.77,69.7,68.2,69.3,620602,454919,2018-07-25,2.1094,2.1277,2.092,2.1231,24531,37312
200,2018-07-24,14.05,14.5,13.7,14.075,101452,179658,2018-07-24,143.0,143.25,142.65625,143.1875,291703,838391,2018-07-24,113.2265625,113.2890625,113.140625,113.21875,717599,3908760,2018-07-24,355.25,356.5,351.5,352.0,88389,643706,2018-07-24,11.975,12.08,11.96,12.055,429.0,6638.0,2018-07-24,27.98,28.28,27.86,28.24,11378,44555,2018-07-24,844.0,862.75,842.5,858.0,31358,71961,2018-07-24,511.5,516.25,505.25,510.25,64712,193046,2018-07-24,0.7384,0.7436,0.7361,0.7417,87270.0,133570.0,2018-07-24,1.3128,1.319,1.3101,1.317,99617,181712,2018-07-24,0.75995,0.76195,0.7587,0.76065,52351.0,145158.0,,,,,,,,2018-07-24,9014.5,9044.5,8999.5,9024.0,118829,210846,2018-07-24,108.85,108.9,107.7,108.05,12131,55344,2018-07-24,52420.0,52780.0,52280.0,52450.0,44209.0,174860.0,2018-07-24,480.0,492.3,475.1,488.5,368.0,4212.0,2018-07-24,1.0118,1.0123,1.0092,1.0107,23010.0,92107.0,2018-07-24,2.091,2.1239,2.0856,2.0956,38817,43989,2018-07-24,2.1195,2.1514,2.1139,2.1326,25565,48305,2018-07-24,2.7178,2.7406,2.705,2.7294,77267,100973,2018-07-24,67.8,69.05,67.56,68.52,520994,460205,2018-07-24,2.091,2.1239,2.0856,2.0956,38817,43989
201,2018-07-23,14.25,14.65,14.05,14.075,67481,181711,2018-07-23,144.3125,144.375,142.78125,142.8125,339160,828812,2018-07-23,113.484375,113.546875,113.171875,113.1796875,806496,3922502,2018-07-23,356.0,358.5,354.5,357.25,62807,643367,2018-07-23,11.89,12.0,11.88,11.99,252.0,6537.0,2018-07-23,28.24,28.31,27.96,27.97,13377,46587,2018-07-23,853.25,854.75,847.25,847.75,23769,76972,2018-07-23,518.0,522.5,512.0,513.75,71773,200365,2018-07-23,0.7425,0.7439,0.7373,0.7379,83046.0,131956.0,2018-07-23,1.3163,1.3189,1.3112,1.313,94188,185903,2018-07-23,0.7619,0.76325,0.7594,0.7597,51187.0,147635.0,,,,,,,,2018-07-23,9005.0,9061.5,8997.5,9002.5,148786,218322,2018-07-23,109.35,109.4,108.45,108.725,14517,58956,2018-07-23,52090.0,52550.0,51710.0,52150.0,48353.0,170999.0,2018-07-23,485.9,486.3,471.5,477.3,400.0,4239.0,2018-07-23,1.0128,1.0147,1.0105,1.0116,19777.0,92677.0,2018-07-23,2.065,2.1043,2.0556,2.0914,29448,49548,2018-07-23,2.0975,2.1414,2.0956,2.118,19674,53032,2018-07-23,2.737,2.741,2.713,2.721,100571,77337,2018-07-23,68.17,69.31,67.6,67.89,550945,481171,2018-07-23,2.065,2.1043,2.0556,2.0914,29448,49548
202,2018-07-20,14.2,14.77,14.05,14.275,87645,188277,2018-07-20,145.40625,145.5,144.125,144.1875,297145,842222,2018-07-20,113.6015625,113.6328125,113.4453125,113.4765625,688856,3879304,2018-07-20,351.25,355.75,349.75,355.25,58739,643881,2018-07-20,11.86,11.94,11.8,11.93,199.0,6510.0,2018-07-20,27.83,28.27,27.71,28.22,22766,49182,2018-07-20,846.0,853.25,841.25,849.75,20935,80399,2018-07-20,503.5,519.75,503.0,516.0,73738,201721,2018-07-20,0.7356,0.7431,0.7318,0.7426,130868.0,134958.0,2018-07-20,1.3046,1.3171,1.3025,1.3164,139220,189540,2018-07-20,0.7543,0.7632,0.7531,0.7622,91924.0,151448.0,,,,,,,,2018-07-20,8925.0,9010.5,8911.5,8998.5,214373,218326,2018-07-20,108.925,109.35,108.275,108.925,15578,63070,2018-07-20,52010.0,52420.0,51760.0,51990.0,65676.0,163106.0,2018-07-20,485.6,490.0,470.2,485.8,992.0,4352.0,2018-07-20,1.0056,1.0132,1.0037,1.0124,30439.0,92174.0,2018-07-20,2.0491,2.0808,2.0435,2.069,30441,54726,2018-07-20,2.0922,2.1176,2.0847,2.1044,22495,58480,2018-07-20,2.767,2.784,2.754,2.757,89084,93248,2018-07-20,68.302,69.348,68.026,68.7,402346,381487,2018-07-20,2.0491,2.0808,2.0435,2.069,30441,54726
203,2018-07-19,13.95,14.4,13.86,14.175,90949,191243,2018-07-19,144.8125,145.5625,144.375,145.28125,283128,838199,2018-07-19,113.453125,113.65625,113.3125,113.5859375,844295,3836495,2018-07-19,347.0,352.0,345.0,351.25,70319,643866,2018-07-19,11.93,11.93,11.715,11.865,200.0,6489.0,2018-07-19,28.08,28.12,27.71,27.83,17872,52723,2018-07-19,842.0,846.75,836.75,846.0,22652,81332,2018-07-19,493.75,505.75,490.25,504.25,52231,204581,2018-07-19,0.7397,0.7444,0.7322,0.7359,139822.0,132112.0,2018-07-19,1.3107,1.3114,1.2988,1.3047,149732,185160,2018-07-19,0.76,0.7606,0.75315,0.7553,85164.0,151062.0,,,,,,,,2018-07-19,8894.0,8957.5,8867.5,8925.0,175698,212384,2018-07-19,109.05,109.3,108.55,108.9,14945,66719,2018-07-19,52480.0,52490.0,51710.0,52070.0,74776.0,157444.0,2018-07-19,484.9,490.6,484.9,484.9,274.0,4408.0,2018-07-19,1.006,1.0089,1.0004,1.0061,28842.0,91644.0,2018-07-19,2.0497,2.058,2.0172,2.0435,28896,59131,2018-07-19,2.092,2.1093,2.0665,2.0901,37870,67053,2018-07-19,2.731,2.776,2.704,2.769,132265,107901,2018-07-19,68.376,69.342,67.092,68.728,468830,309130,2018-07-19,2.0497,2.058,2.0172,2.0435,28896,59131
204,2018-07-18,13.9,14.25,13.75,13.925,112856,192216,2018-07-18,145.0625,145.34375,144.5625,144.71875,183152,837346,2018-07-18,113.453125,113.5390625,113.40625,113.4453125,426059,3836796,2018-07-18,346.25,349.0,346.0,347.25,71391,647467,2018-07-18,11.955,12.0,11.71,11.825,287.0,6433.0,2018-07-18,27.73,28.1,27.73,28.07,19541,55728,2018-07-18,839.0,847.5,834.75,842.25,14325,80420,2018-07-18,498.25,505.0,493.75,494.5,52440,204185,2018-07-18,0.7386,0.7408,0.7343,0.7401,79133.0,130572.0,2018-07-18,1.3147,1.315,1.3043,1.3095,137598,175817,2018-07-18,0.75865,0.7605,0.75495,0.7597,62775.0,151938.0,,,,,,,,2018-07-18,8893.0,8907.5,8874.0,8896.5,107797,213535,2018-07-18,106.675,109.15,106.35,108.95,26029,70131,2018-07-18,52440.0,52670.0,52020.0,52550.0,63835.0,154901.0,2018-07-18,503.8,506.8,499.9,499.9,179.0,4400.0,2018-07-18,1.005,1.0068,1.0016,1.0058,20880.0,91870.0,2018-07-18,2.0135,2.0571,2.0039,2.0444,45166,65915,2018-07-18,2.0613,2.0985,2.0417,2.0903,47967,74859,2018-07-18,2.744,2.754,2.72,2.721,106599,119767,2018-07-18,67.254,68.64,66.74,68.356,297958,242714,2018-07-18,2.0135,2.0571,2.0039,2.0444,45166,65915
