,LIFFE_RS,CME_RBS,CME_RRS,ICE_RSS,CME_RUS,CME_SS,CME_SES,ICE_SFS,CME_SGS,CME_SIS,CME_SMS,CME_SSIS,LIFFE_TS,ICE_TS,CME_TCS,SGX_TFS,ICE_TFMS,CME_TIOS,CME_TRS,CME_TZ6S,CME_UAS,CME_UBS,CME_UNS,CME_UVS,CME_UXS,LIFFE_WS,CME_WS,CME_WCCS,SHFE_WRS,CME_WSS,ICE_YS,CME_YCS,CME_YKS,CME_YWS,CME_Z1S,SHFE_ZNS,CME_0DS,CME_0FS,CME_1NS,CME_1RS,SGX_3MFS,CME_5ZS,CME_71S,CME_7HS,CME_7QS,CME_8IS,CME_8ZS,CME_9FS,CME_ABYS,ICE_AFRS,SHFE_AGS,SHFE_ALS,ICE_ATWS,SHFE_AUS,ICE_BS,CME_B0S,CME_BBS,CME_BKS,CME_BOS,ICE_BPBS,CME_BZS,LIFFE_CS,CME_CS,ICE_CS,CME_C0S,CME_CBS,ICE_CCS,ICE_CERS,CME_CLS,CME_CPOS,CME_CSS,CME_CSCS,ICE_CTS,CME_CUS,SHFE_CUS,CME_CYS,CME_DAS,CME_DCS,CME_DKS,ICE_DPBS,ICE_DWS,CME_DYS,LIFFE_EBMS,LIFFE_ECOS,CME_EHS,CME_ENS,ICE_ERUS,CME_FCS,SGX_FEFS,EUREX_FEO1S,EUREX_FSMIS,ICE_GS,LIFFE_GS,CME_GCS,CME_GES,ICE_GERS,LIFFE_HS,CME_HGS,CME_HOS,CME_HOBS,CME_HPS,CME_JMS,ICE_KCS,CME_KSS,CME_KWS,LIFFE_LS,CME_LBS,CME_LCS,CME_LNS,CME_LYS,ICE_MS,CME_MBNS,CME_MES,CME_MEOS,CME_MFS,CME_MFFS,,LIFFE_RV,CME_RBV,CME_RRV,ICE_RSV,CME_RUV,CME_SV,CME_SEV,ICE_SFV,CME_SGV,CME_SIV,CME_SMV,CME_SSIV,LIFFE_TV,ICE_TV,CME_TCV,SGX_TFV,ICE_TFMV,CME_TIOV,CME_TRV,CME_TZ6V,CME_UAV,CME_UBV,CME_UNV,CME_UVV,CME_UXV,LIFFE_WV,CME_WV,CME_WCCV,SHFE_WRV,CME_WSV,ICE_YV,CME_YCV,CME_YKV,CME_YWV,CME_Z1V,SHFE_ZNV,CME_0DV,CME_0FV,CME_1NV,CME_1RV,SGX_3MFV,CME_5ZV,CME_71V,CME_7HV,CME_7QV,CME_8IV,CME_8ZV,CME_9FV,CME_ABYV,ICE_AFRV,SHFE_AGV,SHFE_ALV,ICE_ATWV,SHFE_AUV,ICE_BV,CME_B0V,CME_BBV,CME_BKV,CME_BOV,ICE_BPBV,CME_BZV,LIFFE_CV,CME_CV,ICE_CV,CME_C0V,CME_CBV,ICE_CCV,ICE_CERV,CME_CLV,CME_CPOV,CME_CSV,CME_CSCV,ICE_CTV,CME_CUV,SHFE_CUV,CME_CYV,CME_DAV,CME_DCV,CME_DKV,ICE_DPBV,ICE_DWV,CME_DYV,LIFFE_EBMV,LIFFE_ECOV,CME_EHV,CME_ENV,ICE_ERUV,CME_FCV,SGX_FEFV,EUREX_FEO1V,EUREX_FSMIV,ICE_GV,LIFFE_GV,CME_GCV,CME_GEV,ICE_GERV,LIFFE_HV,CME_HGV,CME_HOV,CME_HOBV,CME_HPV,CME_JMV,ICE_KCV,CME_KSV,CME_KWV,LIFFE_LV,CME_LBV,CME_LCV,CME_LNV,CME_LYV,ICE_MV,CME_MBNV,CME_MEV,CME_MEOV,CME_MFV,CME_MFFV
7/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882.25,479.25,543.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/2016,130.95,1.4329,10.565,462.6,15070,1032.5,242.952,55.28,55.075,19.817,337.9,67.95,128.5,48.1,-0.097,14.56,11.276,56.15,-0.026,-0.732,216.957,46.03,388.39,229.774,27,541.6,410.25,-14.873,2340,41.71,50.62,325.75,996,407.75,531.405,15565,410.864,447.842,82.061,0.49759,180.82,-0.075,1.588,514.267,0.99932,0.65403,-0.221,-0.087,0,0,0,12545,57.15,256.4,49.92,0.48585,44.29,-2.25,34.01,34.63,49.23,2274,327.5,8.74,0.19156,231.025,3002,0.39,41.71,616.25,42.58,1.645,68.09,1.38,36590,47.36,17.06,40.702,14.7,33,333,27.9,165.75,358.5,1.375,-3.913,2.91,124.65,56.42,100.17,8226,440.25,103.96,0,0,0,115.37,2.206,1.2704,11.62,2.876,43.41,143.45,55.22,409.75,99.62,324.1,116.025,62.85,1.3579,34.96,0.30902,-0.1295,441.107,34.34,61.9,0,2236,85479,472,9783,0,899,0,0,0,42574,8808,30,336,72304,0,52,2335,0,0,0,0,0,0,0,0,6798,58549,0,0,0,0,155,64,1,0,8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40112,7840,0,0,263647,0,0,0,1698,0,428,6968,88267,10,0,11,33307,0,473289,0,113,51,72,0,72124,0,151,55,0,0,0,0,8954,6099,246,0,122,3596,347,0,26040,33900,106,56588,0,0,241,137,16152,0,414,0,18969,0,26030,28359,417,9334,4571,0,6735,0,0,0,0,0
7/28/2016,130.69,1.4287,10.285,463.4,15020,1003.5,243.983,55.78,54.713,20.443,335.8,68.3,130.5,47.41,-0.101,14.71,10.613,56.04,-0.02,-0.67,212.38,46.25,390.971,226.167,27,531.9,414.75,-14.875,2340,42.77,50.94,334.5,1032.5,410.25,530.929,15710,411.128,448.424,82.241,0.50043,177.75,-0.078,1.606,513.021,1.00412,0.65613,-0.223,-0.087,-0.93,97.45,4234,12470,57.15,255.2,49.67,0.48678,43.1,-2.11,33.38,34.29,48.35,2281,326.5,8.92,0.19156,231.025,3020,0.39,42.77,606.25,42.77,1.645,69.88,1.5226,37050,47.06,17.14,41.171,14.7,32.45,333,27.9,163.75,358,1.375,-3.985,2.97,127.625,55.78,100.175,8158,435.75,103.97,0,0,0,115.33,2.185,1.295,11.751,2.873,43.59,146.2,54.849,409,99.62,322.6,116.85,62.05,1.3506,36.76,0.29875,-0.1302,441.107,34.71,61.95,0,7005,64504,654,13604,0,1797,0,4,0,76206,7950,25,248,58129,0,195,2590,0,0,0,0,0,0,0,0,3781,64744,0,0,0,0,158,120,4,0,8188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61664,7240,0,0,235351,0,0,0,1884,1,10123,7302,71896,0,0,0,21491,0,443949,0,117,0,20,11,40148,0,22,50,0,0,0,0,8625,4581,180,0,415,2560,368,0,29771,27855,60,211958,0,0,11,135,19585,0,744,0,12570,0,26119,25335,332,11863,3809,0,5285,0,0,0,0,0
7/27/2016,130.45,1.5135,10.365,463.4,15080,1010.5,240.42,55.74,55.442,20.471,329.7,70.68,132,49.11,-0.106,14.91,12.024,56.13,-0.018,-0.634,242.055,46.12,389.262,231.924,27,533.7,415,-14.797,2340,43.02,51.1,331.25,1003.5,414.75,529.81,15625,410.179,444.331,81.45,0.49415,175.25,-0.08,1.6489,514.059,1.00105,0.65802,-0.21,-0.088,-0.75,97.75,4244,12345,57.2,257.85,49.05,0.48954,41.8,-2.03,33.21,34.3,46.97,2277,322.25,9.08,0.19138,231.575,2976,0.4,43.02,595,41.82,1.645,71.27,1.5226,37320,46.6,17.1,41.619,14.71,31.98,333,27.15,166.25,356.5,1.4,-4.017,3.06,127.825,56.36,100.17,8194,441.5,103.93,0,0,0,115.28,2.225,1.326,11.776,2.66,46.05,142.15,55.444,412.5,99.62,330.7,116.975,61.375,1.3259,37.02,0.27469,-0.1298,441.107,34.6,62,0,14601,76070,790,13090,0,776,0,2,0,71808,50,30,156,55117,0,311,3220,0,0,0,0,0,0,0,0,2365,61928,0,0,2350,0,83,136,1,0,10984,23,0,0,0,0,0,0,0,0,0,0,0,0,0,56996,8060,0,0,263535,0,0,0,1839,0,26432,7306,69348,0,0,0,18221,0,528465,0,0,37,46,0,53028,0,43,0,0,15,0,0,7353,6684,156,0,0,4078,359,0,38986,34262,72,193902,0,0,34,118,20616,0,780,0,30716,0,23905,55767,211,12345,3839,0,9075,0,0,0,0,0
7/26/2016,129.41,1.5014,10.505,470.7,15115,993.5,246.337,56.48,55.417,20.701,330.5,70.7,131.75,48.22,-0.112,14.85,12.101,55.78,-0.018,-0.589,242.055,45.4,383.754,225.365,27,530.7,429,-14.806,2340,41.8,50.93,335.75,1010.5,415,528.476,15645,410.708,444.296,81.607,0.4858,166.75,-0.08,1.6478,513.084,0.9877,0.64358,-0.226,-0.087,-0.85,98.05,4244,12150,57.1,258.05,49.96,0.48641,42.7,-2.14,31.9,34.8,46.04,2288,321,9.38,0.19185,231.575,3031,0.41,41.8,596.75,41.93,1.644,71.16,1.5225,37620,45.82,16.99,40.719,14.77,31.42,333,27.5,170.5,358,1.427,-3.814,3.32,127.45,55.46,100.165,8075,442.25,103.93,0,0,0,115.35,2.216,1.3228,11.958,2.712,44.3,141.2,55.424,412,99.62,332.2,116.925,61.325,1.316,35.77,0.27469,-0.1287,441.229,34.76,61.8,0,32328,64575,377,9099,0,1216,0,8,0,71616,204,10,80,66443,0,279,10,0,2,0,0,0,0,1,0,3525,82571,0,0,0,0,130,125,3,0,15042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61912,10660,0,0,365731,0,0,0,3058,2,25194,3516,77809,120,0,6,15449,0,455957,0,0,48,71,0,46376,0,66,200,0,0,0,0,10132,5460,222,0,0,3903,0,0,31589,34682,0,249983,0,0,42,142,26056,0,563,0,21827,0,22180,16982,272,12437,4400,0,0,0,0,0,0,0
7/25/2016,129.66,1.5248,10.645,470,15200,983.75,240.972,56.06,54.905,20.5,328.4,70.25,132.7,46.79,-0.111,15.27,11.884,55.65,-0.018,-0.571,242.276,46.73,396.726,226.738,27,531.2,425.25,-14.8,2340,41.93,50.81,332.5,993.5,429,528.286,15530,408.819,442.868,81.196,0.483,162.13,-0.08,1.6485,504.586,0.96825,0.65938,0,-0.096,-1.06,98.7,4202,12225,57,259.7,49.16,0.48797,42.7,-2.21,31.71,35.08,44.05,2290,322.5,9.38,0.18947,231.575,3021,0.41,41.93,600.5,40.97,1.643,73.06,1.5225,38030,45.26,15.24,40.859,14.77,31.73,333,27.375,174,357.75,1.431,-3.81,3.47,128,54.12,100.165,7999,430,103.94,0,0,0,115.32,2.234,1.357,11.794,2.747,43.28,141.6,54.919,423.25,99.625,322.2,117.675,58.7,1.2669,34.74,0.27431,-0.1274,441.454,34.99,61.75,0,0,66802,919,13234,0,1509,0,666,0,41840,311,50,270,22409,0,170,5145,0,0,0,0,0,0,0,145,2998,56780,0,0,0,0,136,107,23,0,22274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55686,11878,0,4,319923,50,0,0,8227,5,19167,3970,71073,0,0,3,16935,0,384010,0,0,44,24,2,42604,0,116,0,0,5,0,1,9281,9193,198,0,450,4473,1,0,35697,38510,21,211858,0,0,29,101,23747,0,2170,0,26375,0,29432,24334,219,17004,6340,0,5675,0,0,0,0,10
7/24/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5177,1.19976,-0.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019.5,423.5,526.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/22/2016,129.66,1.51,10.675,477,15355,1006.5,241.755,56,56.53,20.347,334,70.15,131.65,46.58,-0.113,15.58,11.67,55.71,-0.014,-0.572,242.773,45.23,385.19,224.427,27,536.4,417.75,-14.8,2340,40.83,50.7,334.75,983.75,425.25,529.571,15480,413.564,443.182,81.379,0.48639,167.75,-0.08,1.6501,497.027,1.45768,0.65946,-0.483,-0.102,-1.15,99.35,4309,12370,56.7,262.7,50.88,0.48928,42.7,-2.12,31.5,34.43,44.98,2311,322.25,9.4,0.19154,231.575,2991,0.41,40.83,593.25,39.77,1.648,76.06,1.525,37360,43.96,15.26,39.764,14.77,31.75,333,27.375,167,364,1.445,-3.83,3.55,123.975,53.99,100.165,8001,428.75,103.91,0,0,0,115.26,2.256,1.3707,11.548,2.777,44.97,141.1,56.639,419,99.62,322.6,116.325,60.325,1.2739,34.03,0.27406,-0.123,442.55,34.9,61.25,0,194284,68273,330,13336,0,1354,0,134,0,48206,423,25,93,44985,0,323,2360,0,0,0,0,0,0,0,0,4691,61242,0,0,0,0,141,276,145,0,20656,40,0,0,0,0,0,0,0,0,0,0,0,0,0,55948,20116,0,12,230098,0,0,0,28728,0,25423,4700,90173,0,0,13,21732,0,419641,0,0,138,17,2,49574,0,236,0,0,0,0,1,8276,7676,146,0,77,5620,0,0,38743,44948,202,241654,0,0,67,149,23426,0,501,0,23647,0,32045,24887,138,17340,6551,0,6610,0,0,0,0,0
7/21/2016,129.27,1.4767,10.845,479.6,15440,1032.5,238.967,55.24,55.786,20.192,350,70.15,130.9,45.74,-0.112,15.59,12.273,56.34,-0.01,-0.571,243.378,45.55,389.381,232.144,27.25,536,413,-14.65,2340,39.51,50.26,335,1006.5,417.75,528.81,15640,415.137,441.118,81.564,0.48486,177.6,-0.085,1.6456,501.289,0.99304,0.662,0,-0.113,-1.2,97.2,4355,12445,56.95,263.75,50.89,0.4951,43.47,-2.05,31.17,34.75,45.39,2359,325.25,9.2,0.19135,231.575,2993,0.41,39.51,579.25,40.3,1.648,76.64,1.5275,37430,44.61,15.26,42.465,14.77,30.38,333,27.6,160.5,364.5,1.458,-3.899,3.63,133.95,53.35,100.17,8133,422.5,103.94,0,0,0,115.43,2.252,1.4054,11.65,2.692,46.7,141.9,55.87,407.5,99.62,317.1,116.75,60.525,1.2803,34.98,0.27444,-0.1241,442.341,34.09,61.5,0,292646,59860,715,12621,0,3274,0,268,0,79233,528,0,179,42515,0,558,4900,10,0,0,0,0,0,0,0,2543,30189,0,0,0,0,167,73,240,0,21772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87692,16642,0,4,252934,0,0,0,35465,0,21003,4928,81204,2,0,0,31175,0,429080,0,16,129,24,0,59234,0,332,0,0,15,0,2,11859,6307,430,0,150,3830,10,0,36167,46014,2,212420,0,0,64,137,31920,0,3301,0,24212,0,15496,29968,257,16328,11577,0,9210,0,0,0,0,0
7/20/2016,129.38,1.525,10.76,472.8,15575,1027,246.383,56.24,56.01,19.965,341.5,70.05,130.75,44.49,-0.107,15.71,12.8,56.11,-0.01,-0.556,243.326,45.3,384.226,223.977,26.4,532.2,418,-14.6,2340,40.06,50.56,334.25,1032.5,413,561.773,15590,417.143,446.564,81.709,0.48523,174.69,-0.082,1.6426,506.137,0.99741,0.65641,0,-0.104,-1.18,94.25,4333,12440,56.95,263.2,49.85,0.49253,44.87,-2.06,30.93,35.61,44.27,2361,324.25,9.4,0.19156,232.3,2896,0.42,40.06,575.5,44.8,1.647,75.86,1.5275,37110,44.91,15.26,42.465,14.77,29.9,333,27.6,160.25,360,1.472,-3.883,3.86,134.225,52.41,100.165,8133,409.5,103.97,0,0,0,115.53,2.2615,1.3841,11.979,2.658,46.12,146.85,56.084,406.75,99.62,315,116.225,61.15,1.2623,33.47,0.27319,-0.1263,444.795,35.21,61.55,0,208580,54123,824,18776,0,4805,0,50,0,56933,644,5,204,35539,0,854,1930,0,0,0,0,0,0,0,0,3671,27426,0,0,0,0,306,89,224,20,17188,20,0,0,0,0,0,0,0,0,0,0,0,0,0,94082,19342,0,0,326342,0,0,0,25981,0,29398,4860,97473,508,0,30,27085,0,23086,0,0,115,30,0,54330,0,234,200,0,10,0,0,8561,4030,12,0,124,3849,27,0,38494,39260,30,144321,0,0,8,857,34569,0,3609,0,31520,0,25015,70871,326,20839,11364,0,8120,0,0,40,0,5
7/19/2016,129.68,1.6035,10.81,467.9,15615,1044,236.555,55.66,55.667,19.655,344.8,70.4,131.4,43.49,-0.107,15.59,12.895,56.36,-0.01,-0.526,244.267,47.14,401.685,223.977,26.4,535,429.5,-14.55,2340,41.6,50.46,337.5,1027,418,561.773,15700,414.924,447.979,81.034,0.4914,174.94,-0.082,1.6432,509.174,1.00568,0.65862,-0.2,-0.109,-1.17,92.9,4277,12395,57.15,266.2,49.23,0.50497,44.72,-1.79,30.52,35.44,44.29,2429,320.75,9.78,0.194,232.3,2926,0.4,41.6,571.25,44.78,1.649,73.84,1.5275,36830,44.03,15.28,42.465,14.77,29.7,333,27.6,161,360.5,1.464,-3.794,3.85,135.175,54.28,100.165,8089,403,103.97,0,0,0,115.5,2.234,1.3778,11.971,2.728,44.94,147,55.744,410.5,99.625,314.9,115.925,61.925,1.2738,32.59,0.27131,-0.1243,444.561,34.05,61.55,0,130916,5076,687,15773,0,3748,0,32,0,45490,1370,0,188,37794,0,805,8650,7,4,0,0,0,0,2,0,5439,42388,45,0,0,0,172,125,256,0,21470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128550,26914,0,8,279578,0,0,0,31754,0,20908,5244,76193,20,0,12,22679,0,119315,0,20,451,33,10,11660,0,365,50,0,0,0,0,8747,3283,16,0,442,3350,2,0,43238,60202,6,159645,0,0,50,157,41456,0,907,0,17956,0,16747,44955,398,19469,7354,0,10460,0,0,5,0,10
7/18/2016,129.55,1.5882,10.985,467.4,15810,1078.25,236.555,56.68,56.138,19.615,341.4,70.05,130,41.71,-0.088,15.88,12.856,55.56,-0.012,-0.517,244.235,48.34,399.198,223.977,26.4,526.1,424.75,-14.65,2340,41.14,50.8,341.75,1044,429.5,561.773,15735,415.024,450.467,81.212,0.50702,174.77,-0.085,1.6397,512.834,1.02545,0.65973,-0.197,-0.115,-1.17,94.5,4255,12440,57.6,268.3,48.35,0.49587,45.69,-1.79,30.54,32.5,43.1,2429,325,9.52,0.19787,231,2835,0.41,41.14,568,44.85,1.648,73.67,1.52,36370,44.05,15.27,42.512,14.77,29.03,349,27.85,159.5,360.5,1.451,-3.614,3.88,134.825,54.95,100.17,8218,380.25,104.01,0,0,0,115.65,2.2305,1.3974,12.849,2.722,27.11,144.65,56.297,420,99.625,314.4,113.075,60.7,1.235,30.8,0.27619,-0.1321,445.14,34.31,61.85,0,101468,17102,632,13489,0,10696,0,0,0,61491,1350,0,207,53199,0,770,5310,0,0,0,0,0,0,0,0,2541,65727,0,0,0,0,74,222,155,10,22252,30,0,0,0,0,0,0,0,0,0,0,0,0,0,96178,31552,0,4,211096,0,0,0,30755,0,22051,7076,76202,20,0,8,23170,0,206180,0,197,207,13,0,16340,0,569,0,0,0,0,0,12427,1490,24,0,150,3736,25,0,37427,65355,0,184979,0,0,10,98,48215,0,555,0,19700,0,17872,55333,13,36940,5619,0,10840,0,0,0,0,0
7/17/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/2016,129.31,1.5929,11.03,461.8,15824,1072.5,236.555,56.4,58.14,19.657,338.9,70.85,128.25,42.77,-0.085,15.47,13.074,54.53,-0.012,-0.509,246.638,48.34,417.193,224.076,25.75,527.5,421.75,-14.65,2340,41.92,50.05,357,1078.25,424.75,561.773,15470,425.314,447.528,80.104,0.50731,175.66,-0.085,1.664,522.123,1.02938,0.66372,-0.176,-0.121,-1.27,92.45,4122,12415,57.95,268.4,46.97,0.49497,46.2,-1.79,30.3,32.15,41.8,2426,324.25,9.36,0.19825,230.15,2850,0.41,41.92,569,45,1.64,74.17,1.525,36200,43.02,15.27,42.505,14.84,29.1,349,27.85,158.5,364.25,1.464,-3.506,3.79,136.05,52.38,100.165,8218,386.75,104.02,0,0,0,115.64,2.241,1.4064,12.948,2.756,33.5,147.8,58.294,413.75,99.63,318.4,113.325,61,1.3347,30.96,0.27925,-0.1206,446.704,34.02,61.95,0,107464,22190,1097,12918,0,29242,0,54,0,56761,1320,0,385,40261,0,382,4450,0,0,0,0,0,0,0,0,3897,30230,150,0,0,0,193,139,167,12,19456,30,0,0,0,0,0,0,0,0,0,0,0,0,0,84492,29042,0,4,217380,0,0,0,13202,0,24450,8859,94795,0,0,11,13031,0,416574,0,502,30,31,8,23200,0,165,0,0,5,0,10,12637,3363,15,0,290,5621,25,0,18634,65422,10,251636,0,0,49,117,50718,0,43,0,14009,0,15922,99408,28,37585,9145,0,9915,0,0,52,0,5
7/14/2016,129.74,1.5827,11.105,479.3,15905,1111.5,236.315,56.4,58.14,19.784,346.7,71,127.2,43.02,-0.085,15.02,13.35,54.24,-0.015,-0.505,246.658,48.34,417.193,222.918,25.75,529,426.25,-14.7,1911,42.92,50.54,352.25,1072.5,421.75,563.489,15610,419.91,447.675,80.495,0.49147,175.11,-0.083,1.6788,521.413,1.01909,0.66313,-0.165,-0.136,-1.55,90.1,4114,12215,58.1,267.95,46.04,0.48851,47.17,-1.79,30.06,31.85,42.45,2415,325.75,8.96,0.19639,230.15,2857,0.38,42.92,568.5,45.05,1.638,74.16,1.5475,36170,41.83,15.3,42.565,14.85,28.95,349,26.01,161.75,361.5,1.521,-3.81,3.88,136.825,51.36,100.165,8179,384,104.02,0,0,0,115.55,2.238,1.3809,12.459,2.727,33.5,145.7,58.294,406,99.63,325.7,113.95,67.03,1.3347,29.99,0.27975,-0.1142,449.08,35.46,61.85,0,100697,31127,696,11509,0,32772,0,2,0,63691,1755,0,111,40868,0,830,2925,0,0,0,0,400,0,0,0,2098,35577,0,0,0,0,0,0,285,100,32788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134022,48222,0,10,231662,0,0,0,29341,0,27528,8362,223,0,0,3,22548,0,555154,0,30,64,70,0,25720,0,311,0,16,0,0,2,22600,4890,59,0,76,4945,35,0,40058,71420,28,195558,0,0,104,630,69535,0,100,0,22106,0,13947,150168,37,30368,10632,0,5535,0,0,0,0,5
7/13/2016,130.29,1.5053,11.295,482.6,15650,1128,235.635,56.5,58.14,19.582,352.5,71.05,127,41.8,-0.088,14.91,13.65,53.72,-0.015,-0.516,247.775,48.36,417.793,221.362,26.65,528.7,424,-13.893,1911,43.13,50.54,362.25,1111.5,426.25,565.136,15660,419.724,456.742,82.588,0.48776,176.13,-0.083,1.6715,511.661,1.01781,0.66241,-0.168,-0.13,-1.53,83,4116,12130,58.2,262.3,44.05,0.49768,46.66,-1.84,29.75,31.88,42.46,2434,334.5,9.38,0.19432,230.125,2851,0.38,43.13,557.5,45.31,1.638,73.02,1.5625,35900,46.59,15.27,42.589,14.9,29.15,349,25.85,161,354.75,1.569,-3.791,3.7,137,51.2,100.17,8177,372.5,104.06,0,0,0,115.44,2.211,1.4632,12.676,2.737,31.44,150.3,58.294,407.75,99.635,328.3,113.875,62.5,1.3342,30.3,0.27356,-0.1084,454.327,35.06,61.9,0,160184,24681,251,9991,0,20842,0,84,0,63734,6540,0,122,34794,0,99,2100,20,0,0,0,0,0,0,0,3101,31203,0,0,0,0,0,2,201,12,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,36462,0,16,265757,0,0,0,17272,0,29299,18129,673,0,0,0,14044,0,677376,0,25,95,53,0,23930,0,651,0,0,5,0,5,26298,5563,95,0,250,6343,55,0,49555,71747,109,246714,0,0,45,259,68710,0,30,0,12874,0,13454,261745,54,33802,13761,0,7290,0,0,0,0,15
