,LIFFE_RS,CME_RBS,CME_RRS,ICE_RSS,CME_RUS,CME_SS,CME_SES,ICE_SFS,CME_SGS,CME_SIS,CME_SMS,CME_SSIS,LIFFE_TS,ICE_TS,CME_TCS,SGX_TFS,ICE_TFMS,CME_TIOS,CME_TRS,CME_TZ6S,CME_UAS,CME_UBS,CME_UNS,CME_UVS,CME_UXS,LIFFE_WS,CME_WS,CME_WCCS,SHFE_WRS,CME_WSS,ICE_YS,CME_YCS,CME_YKS,CME_YWS,CME_Z1S,SHFE_ZNS,CME_0DS,CME_0FS,CME_1NS,CME_1RS,SGX_3MFS,CME_5ZS,CME_71S,CME_7HS,CME_7QS,CME_8IS,CME_8ZS,CME_9FS,CME_ABYS,ICE_AFRS,SHFE_AGS,SHFE_ALS,ICE_ATWS,SHFE_AUS,ICE_BS,CME_B0S,CME_BBS,CME_BKS,CME_BOS,ICE_BPBS,CME_BZS,LIFFE_CS,CME_CS,ICE_CS,CME_C0S,CME_CBS,ICE_CCS,ICE_CERS,CME_CLS,CME_CPOS,CME_CSS,CME_CSCS,ICE_CTS,CME_CUS,SHFE_CUS,CME_CYS,CME_DAS,CME_DCS,CME_DKS,ICE_DPBS,ICE_DWS,CME_DYS,LIFFE_EBMS,LIFFE_ECOS,CME_EHS,CME_ENS,ICE_ERUS,CME_FCS,SGX_FEFS,EUREX_FEO1S,EUREX_FSMIS,ICE_GS,LIFFE_GS,CME_GCS,CME_GES,ICE_GERS,LIFFE_HS,CME_HGS,CME_HOS,CME_HOBS,CME_HPS,CME_JMS,ICE_KCS,CME_KSS,CME_KWS,LIFFE_LS,CME_LBS,CME_LCS,CME_LNS,CME_LYS,ICE_MS,CME_MBNS,CME_MES,CME_MEOS,CME_MFS,CME_MFFS,,LIFFE_RV,CME_RBV,CME_RRV,ICE_RSV,CME_RUV,CME_SV,CME_SEV,ICE_SFV,CME_SGV,CME_SIV,CME_SMV,CME_SSIV,LIFFE_TV,ICE_TV,CME_TCV,SGX_TFV,ICE_TFMV,CME_TIOV,CME_TRV,CME_TZ6V,CME_UAV,CME_UBV,CME_UNV,CME_UVV,CME_UXV,LIFFE_WV,CME_WV,CME_WCCV,SHFE_WRV,CME_WSV,ICE_YV,CME_YCV,CME_YKV,CME_YWV,CME_Z1V,SHFE_ZNV,CME_0DV,CME_0FV,CME_1NV,CME_1RV,SGX_3MFV,CME_5ZV,CME_71V,CME_7HV,CME_7QV,CME_8IV,CME_8ZV,CME_9FV,CME_ABYV,ICE_AFRV,SHFE_AGV,SHFE_ALV,ICE_ATWV,SHFE_AUV,ICE_BV,CME_B0V,CME_BBV,CME_BKV,CME_BOV,ICE_BPBV,CME_BZV,LIFFE_CV,CME_CV,ICE_CV,CME_C0V,CME_CBV,ICE_CCV,ICE_CERV,CME_CLV,CME_CPOV,CME_CSV,CME_CSCV,ICE_CTV,CME_CUV,SHFE_CUV,CME_CYV,CME_DAV,CME_DCV,CME_DKV,ICE_DPBV,ICE_DWV,CME_DYV,LIFFE_EBMV,LIFFE_ECOV,CME_EHV,CME_ENV,ICE_ERUV,CME_FCV,SGX_FEFV,EUREX_FEO1V,EUREX_FSMIV,ICE_GV,LIFFE_GV,CME_GCV,CME_GEV,ICE_GERV,LIFFE_HV,CME_HGV,CME_HOV,CME_HOBV,CME_HPV,CME_JMV,ICE_KCV,CME_KSV,CME_KWV,LIFFE_LV,CME_LBV,CME_LCV,CME_LNV,CME_LYV,ICE_MV,CME_MBNV,CME_MEV,CME_MEOV,CME_MFV,CME_MFFV
8/6/2018,122.99,2.1291,11.915,496,15680,877.25,450.799,52,86.885,0,0,0,192.25,67.63,-0.202,139.8,22.881,66.86,-0.04,-0.285,456.742,74.35,642.727,427.723,25.65,318.3,574.5,-30.858,4305,66.81,42.79,371,877.25,574.5,473.148,21740,0,0,0,0.93646,383.72,-0.144,1.4231,710.059,1.50836,1.11978,-0.569,-0.139,-10.08,93,3482,14015,96.05,270,72.61,0.93857,72.28,-5.49,27.99,69.91,72.07,1532,369.25,35.94,0.38592,231,2081,0.27,66.81,549.25,67.07,1.557,83.14,1.395,49820,72.79,14.99,71.706,14.67,57.95,296,33.975,216.25,383.25,1.389,-1.127,0.1,156.95,65.48,100.175,9134,656.5,103.19,0,0,0,112.6,2.721,2.1393,16.059,2.86,33,108.75,87.36,586,99.17,414.9,108.25,55.23,2.0787,64.66,0.15565,-0.0389,711.029,67.16,103.25,0,177377,89473,933,11866,0,139,3,80,0,63047,533,0,416,37815,0,361,2640,0,0,0,0,0,0,0,0,0,42685,0,0,0,0,59,3,863,0,220826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19278,0,0,193046,0,0,0,1304,0,20253,4193,64412,70,0,15,24746,0,492667,0,50,68,33,0,75124,0,170,0,0,5,0,0,14385,5326,271,0,0,2309,73,0,40775,20176,30,297,0,0,0,384,47100,0,0,0,43336,0,38112,90895,581,8550,4563,0,12410,0,0,0,0,5
8/5/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/4/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674616,94,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/2018,122.74,2.1603,11.955,495.8,15790,886.25,451.105,52.1,86.885,15.373,332.7,53.5,192.4,66.81,-0.202,139.8,22.713,64.35,-0.048,-0.29,450.636,74.35,642.727,427.445,24.15,314.5,556.25,-31.001,4305,66.94,42.64,369.75,886.25,556.25,471.739,21545,0,0,0,0.93275,380.07,-0.146,1.4215,708.281,1.50352,1.20601,-0.575,-0.14,-9.94,93,3503,13970,94.45,270,72.81,0.93832,74.65,-5.64,28.42,70.45,72.28,1529,371.25,36.14,0.35714,230.975,2111,0.27,66.94,551,68.77,1.549,85.86,1.4275,49690,72.92,14.86,71.141,14.14,57.35,296,33.975,214.75,382.75,1.421,-2.733,0.1,155.675,64.98,100.175,9127,647.25,103.13,0,0,0,112.4,2.7535,2.1269,14.825,2.853,33,107.75,87.36,567.25,99.175,410.7,109.825,52.475,2.1222,64.46,0.14946,-0.039,732.954,67.16,103,0,146178,118271,1089,10002,0,304,6,368,0,57633,963,0,329,27247,0,413,2530,6,0,0,0,0,0,0,0,973,36551,0,0,0,0,78,5,442,0,148280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29674,0,2,265454,0,0,0,887,0,15878,5339,62157,2930,0,20,23738,0,473762,0,0,18,48,0,61444,0,26,0,0,5,0,3,18054,6580,272,0,0,1767,114,0,24353,36232,0,784,0,0,69,171,54673,0,0,0,29128,0,23951,20047,619,6780,4705,0,10730,0,0,0,0,15
8/2/2018,122.19,2.1619,12.005,500.8,15735,882.5,451.02,51.6,86.822,15.348,330,52.5,194.65,66.94,-0.2,140.3,22.599,64.35,-0.052,-0.275,453.477,74.38,643.288,427.31,23.75,317.9,560.5,-31.001,4305,69.17,43.03,366.75,882.5,560.5,470.466,21565,0,0,0,0.92366,378.98,-0.154,1.4227,705.838,1.49973,1.20712,-0.57,-0.14,-9.68,93.3,3532,13975,94.75,270,72.07,0.93903,73.75,-5.12,28.45,71.4,74.65,1537,370.75,36.28,0.35714,231,2103,0.27,69.17,545.75,68.55,1.4868,87.26,1.44,49740,72.4,14.83,71.291,14.13,56.05,298,33.975,211,379.75,1.434,-2.733,0.11,155.525,65.35,100.175,9125,646.75,103.12,0,0,0,112.35,2.727,2.1318,14.825,2.816,34.75,106.7,87.301,569.25,99.17,411.4,110.075,55,2.0969,63.97,0.14375,-0.039,721.881,67.15,102.9,0,165904,73186,918,15378,0,612,10,104,0,60851,927,0,235,27786,0,697,2150,0,0,0,0,0,0,0,0,3226,23190,0,0,0,0,115,1,490,0,133136,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,28184,0,18,221544,0,0,0,1067,0,20736,5178,142163,70,0,0,25402,0,528548,0,0,0,17,0,75506,0,12,0,12,0,0,0,14033,4498,218,0,100,2621,111,0,25098,31511,0,411,0,0,0,409,57334,0,0,0,38059,0,33595,48370,516,11412,4740,0,7065,0,0,0,0,15
8/1/2018,122.12,2.1623,12,493.8,15865,886.75,449.783,51.22,86.936,15.462,332.5,52.25,194.25,69.17,-0.201,138.6,22.611,64.2,-0.032,-0.275,454.138,74.29,642.913,425.932,23.75,320.8,558.25,-30.844,4305,69.01,43.34,365,886.75,558.25,469.92,21395,0,0,0,0.91655,379.48,-0.152,1.4189,704.665,1.49446,1.20768,-0.569,-0.146,-9.63,93.75,3540,13950,95.15,270,72.28,0.93842,73.21,-5.12,28.59,71,73.75,1544,371,36.08,0.35679,225.96,2122,0.27,69.01,541,68.08,1.489,87.39,1.445,49950,72.56,14.82,72.913,14.13,55.95,302,33.975,212.75,381,1.43,-2.733,0.11,155.825,65.21,100.18,9175,658.75,103.14,0,0,0,112.34,2.735,2.0974,14.844,2.758,36.5,108.05,87.39,563.75,99.165,426.4,110.4,55.525,2.0883,63.68,0.14577,-0.0391,720.99,67.2,103.5,0,161369,73212,418,9161,0,1415,0,8,0,52234,333,0,193,42575,0,717,2715,0,0,0,5,0,0,0,0,2627,30626,0,0,0,0,173,7,619,0,183474,5,0,0,0,0,0,0,0,0,0,0,0,0,32,26,23608,0,4,194685,0,0,0,1752,5,0,6786,102097,70,0,5,36060,0,574344,0,110,112,13,0,83428,0,347,0,0,0,0,18,17515,5289,125,0,73,3060,1361,0,45284,54789,0,836,0,0,0,422,70635,0,0,0,47050,0,31098,62048,361,10713,5495,0,7010,0,0,0,0,80
7/31/2018,122.68,2.1231,12.045,493.6,15995,903.75,449.173,50.9,86.911,15.385,332.8,52.25,192.7,69.01,-0.2,142.5,22.5,64.08,-0.032,-0.022,457.865,74.31,642.839,425.17,23.75,323.9,553.75,-29.964,4305,68.49,43.22,372.25,903.75,553.75,469.239,21510,0,0,0,0.91752,381.26,-0.156,1.4184,703.239,1.49519,1.19976,-0.563,-0.147,-10.04,94.35,3540,13950,95.1,268.35,74.65,0.9392,73.45,-4.96,28.29,70.34,73.21,1539,369.75,35.74,0.35679,225.7,2046,0.27,68.49,538.25,68.45,1.491,88.22,1.4233,49910,74.41,14.88,72.347,14.13,56.05,302,34,207.25,379.5,1.43,-2.731,0.11,157.325,64.85,100.18,9175,655.5,103.14,0,0,0,112.42,2.819,2.1319,14.848,2.782,37.63,109.9,87.366,556.5,99.17,422.7,110.675,54.8,2.0958,62.74,0.14577,-0.0393,710.591,67.17,104.35,0,131006,80097,352,4396,0,2138,10,6,0,72855,1401,0,219,23673,0,679,8485,0,0,0,0,0,0,0,0,6261,30797,0,0,0,0,214,58,793,0,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,18168,75,2,173598,0,0,0,3002,0,1463,10456,118663,290,0,0,24325,0,515739,0,150,126,5,0,86626,0,213,0,0,18,0,0,14516,4734,151,0,0,5011,3260,0,30451,47367,0,2722,0,0,0,524,4511,0,187,0,24426,0,29369,110961,634,8976,5946,0,5220,0,0,10,0,0
7/30/2018,122.48,2.0956,12.055,492.8,16030,875,448.834,50.7,86.739,15.452,336.5,52.25,191.35,68.49,-0.206,137.4,22.261,63.93,-0.022,-0.022,457.865,74.17,641.451,424.502,23.75,324.1,546.5,-29,4305,68.96,43.58,367.25,875,546.5,468.92,20660,0,0,0,0.91036,379.17,-0.156,1.4207,700.361,1.4886,1.1995,-0.534,-0.157,-9.82,94.4,3530,13970,94.8,268.35,73.75,0.94019,74.97,-4.37,28.35,69.3,73.45,1554,366.75,35.16,0.35571,225.7,2072,0.28,68.96,538.5,67.26,1.491,88.69,1.4233,49910,73.67,14.81,71.892,14.13,56.18,306,34,202.25,377.25,1.445,-2.707,0.1,157.425,64.18,100.18,9146,650,103.1,0,0,0,112.3,2.779,2.171,14.939,2.797,38.98,111.4,87.198,547.75,99.17,430.5,108.6,54.975,2.0958,61.59,0.14577,-0.0398,710.591,67.18,107.89,0,155307,80044,737,4086,0,1749,0,272,0,61673,2242,0,222,23050,0,857,6390,0,0,0,0,0,0,0,2,5089,21205,0,0,0,0,188,182,285,0,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,28466,58,0,225272,0,0,0,2887,0,9003,7819,110292,312,0,0,16798,0,461137,0,100,4,77,0,94060,0,49,0,0,0,0,0,20044,4461,0,0,150,4425,2035,0,35595,49752,0,62195,0,0,0,844,15272,0,0,0,26838,0,29395,189558,930,8818,5952,0,6795,0,0,0,0,0
7/29/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/2018,123.14,2.0914,11.99,489.5,15905,870.5,448.988,50.76,86.702,15.559,341.2,51.8,192.3,68.96,-0.207,136.8,21.936,63.87,-0.027,-0.026,457.523,74.04,639.534,423.843,23.5,327.4,530.5,-29,4212,67.66,43.19,362,870.5,530.5,468.966,20410,0,0,0,0.91295,375.08,-0.155,1.42,700.067,1.48348,1.19498,-0.514,-0.164,-9.79,95.6,3561,13825,94.7,268.35,73.21,0.93312,74.97,-4.37,28.12,69.13,74.25,1542,365,34.76,0.35806,225.7,2070,0.29,67.66,544.25,70.58,1.49,88.67,1.4233,49170,73.2,14.1,73.12,14.12,55.78,306,34,202.5,368.75,1.45,-2.754,0.1,154.95,64.49,100.18,9153,645.75,103.03,0,0,0,112.09,2.7875,2.1552,14.848,2.782,37.79,110.45,87.165,532.5,99.17,425.4,108.625,54.8,2.0956,62.37,0.14577,-0.0406,710.591,66.93,107.89,0,126359,75369,444,8833,0,2608,0,580,0,57584,2599,0,256,15541,0,1063,5925,0,0,0,0,0,0,0,1,4051,59838,0,0,0,0,58,127,375,0,6860,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,33938,85,6,278766,0,0,0,8388,0,14037,13817,114884,206,0,19,24929,0,457115,0,246,26,0,0,78432,0,75,0,1,0,0,0,10193,4711,4,0,0,5915,1977,0,24016,39770,0,247547,0,0,116,555,20305,0,0,0,32639,0,51976,406025,303,19429,7686,0,8105,0,0,0,0,0
7/26/2018,123.17,2.069,11.93,489.9,15870,861.25,446.109,50.42,86.575,15.537,333.9,51.8,189.75,67.66,-0.196,137.2,21.932,63.83,-0.027,-0.032,457.864,73.89,638.321,421.838,23.65,326.1,536.5,-29,4212,68.76,42.95,361.5,861.25,536.5,468.966,20885,0,0,0,0.93874,373.94,-0.158,1.4166,698.397,1.52343,1.19566,-0.525,-0.16,-10.25,95.85,3552,14030,101,268.35,73.45,0.9295,74.97,-4.36,28.45,68.8,74.25,1583,372.25,34.98,0.35887,225.7,2170,0.29,68.76,547.25,70.65,1.495,89.44,1.4225,48770,73.41,14.12,73.12,14.12,55.19,310,34,198.25,368.5,1.453,-2.795,0.1,154.625,64.6,100.18,9119,638,103.03,0,0,0,112.11,2.804,2.1769,14.78,2.78,37.61,109.55,87.034,534,99.165,440.4,107.675,55.8,2.0975,62.1,0.14554,-0.0396,710.703,66.75,107.9,0,107410,5327,364,9939,0,4071,0,46,0,74313,6789,0,831,19667,0,1383,4335,0,0,0,0,0,0,0,0,1697,43776,0,0,0,0,217,134,577,0,8790,0,50,0,0,0,0,0,0,0,0,0,0,0,0,16,41812,136,4,263740,0,0,0,39830,0,25430,16344,131806,222,0,9,20916,0,484401,0,0,4,6,0,84490,0,42,50,0,10,0,0,15704,4912,3,0,0,9350,480,0,40183,28779,0,277332,0,0,0,417,26296,0,0,0,34482,0,34233,96091,210,11740,10077,0,6090,0,0,0,0,0
7/25/2018,123.3,2.0435,11.865,486.7,15850,860.75,444.539,50.42,86.344,15.436,332.7,50.01,186.35,68.76,-0.192,138.8,22.113,63.73,-0.026,-0.037,457.873,73.85,635.904,420.49,23.35,324,542.75,-28.8,4212,70.13,43.53,359.25,860.75,542.75,469.057,21065,0,0,0,0.94104,370.18,-0.158,1.4131,694.06,1.5103,1.17937,-0.558,-0.158,-9.79,95.75,3500,14020,100.95,268.35,72.39,0.92042,74.29,-4.43,28.73,68.7,74.97,1525,367.25,35.1,0.35818,225.5,2239,0.29,70.13,547.25,70.51,1.494,89.06,1.4225,48290,74.95,14.12,73.12,14.12,54.73,312,33.625,198.75,369.25,1.437,-2.893,0.1,152.125,65.83,100.18,8981,654.25,103.08,0,0,0,112.32,2.806,2.1512,14.71,2.775,37.34,111,86.861,540.75,99.16,455.4,108.425,56.6,2.0958,60.41,0.14625,-0.0429,710.763,66.92,108,0,177571,22647,396,4741,0,11290,0,88,0,41687,23477,0,365,23960,0,1425,3945,0,0,0,0,0,0,0,0,5564,47373,0,0,0,0,182,174,240,0,7990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,22952,15,2,80610,0,0,0,36951,0,24940,8611,109365,60,0,12,17450,0,620602,0,7,19,27,50,11160,0,135,0,0,24,0,0,26299,7345,12,0,0,4651,4203,0,40371,38215,20,267697,0,0,0,377,24499,0,2821,0,29682,0,40772,34417,399,12131,5674,0,6495,0,0,0,0,0
7/24/2018,123.31,2.0444,11.825,490.3,15770,858,442.026,50.18,86.14,15.438,332.6,50.01,187,70.13,-0.192,138.8,22.188,63.61,-0.026,-0.039,456.668,73.62,632.778,418.114,23.25,322.2,510.25,-29,4212,68.69,43.18,352,858,510.25,469.966,21070,0,0,0,0.94807,371.18,-0.159,1.4136,712.42,1.4991,1.18326,-0.566,-0.161,-9.96,96.2,3525,13940,100.9,268.35,74.21,0.9133,74.54,-4.34,28.31,68,74.29,1536,362,35.3,0.3569,225.525,2233,0.29,68.69,547,70.64,1.495,90.28,1.4225,48640,74.95,14.14,73.151,14.12,54.83,311,34,200.5,366,1.445,-2.924,0.1,152.525,66.45,100.18,8977,662.75,103.05,0,0,0,112.26,2.8,2.1326,14.525,2.732,35.64,110.95,86.731,509.75,99.15,445.5,108.625,58.5,2.0989,60.35,0.14625,-0.043,710.059,66.78,108,0,227727,22588,261,6053,0,14277,0,80,0,105,23989,0,347,24729,0,965,4160,0,0,0,0,0,0,0,0,2771,37350,0,0,0,0,78,172,243,0,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32702,47,0,117068,0,0,0,27285,0,21515,6683,88389,610,0,29,17370,0,520994,0,0,53,6,86,20290,0,252,0,0,10,0,0,14611,6587,25,0,0,5583,4109,0,36841,32817,0,288881,0,0,0,145,25565,0,2988,0,34161,0,29200,38136,368,14517,6540,0,7775,0,0,0,0,0
7/23/2018,123.29,2.0261,12.01,493.3,15825,847.75,441.799,50.16,85.633,15.533,330,50,183.3,68.69,-0.194,138,21.892,63.58,-0.028,-0.046,456.068,73.7,633.451,418.661,23.15,345.1,513.75,-28,4212,69.61,41.64,357.25,847.75,513.75,470.239,21115,0,0,0,0.97411,369.2,-0.16,1.4094,706.253,1.56949,1.17363,-0.546,-0.162,-9.55,97.15,3508,13880,100.75,268.35,74.97,0.91422,73.93,-4.29,28.56,67.3,74.54,1529,361.5,35.22,0.3542,225.5,2315,0.28,69.61,548,70.58,1.495,89.95,1.4225,48380,75.01,14.14,73.143,14.12,55,311,33.8,195.5,360.75,1.425,-3.187,0.1,152.975,65.9,100.18,8939,665.75,103.08,0,0,0,112.44,2.737,2.118,14.475,2.721,35.35,111.65,86.242,510.75,99.13,463.3,107.95,58.975,2.0943,60.27,0.14685,-0.0433,708.281,66.61,108.15,0,194074,37644,208,6639,0,54567,0,46,0,104,29246,0,198,27215,0,1312,3100,0,0,0,0,0,0,0,0,3058,34446,0,0,0,0,105,45,510,70,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21242,160,0,174785,0,0,0,21843,5,26890,11165,62807,84,0,26,23153,0,550945,0,150,50,5,240,33560,0,135,345,4,1,0,0,19283,6040,118,0,550,4265,8378,0,34187,61750,0,311895,0,0,0,498,19674,0,1703,0,21092,0,28872,58509,400,15578,10768,0,8450,0,0,0,0,0
7/22/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,-0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/21/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/2018,123.62,2.0022,12.045,491.9,15720,849.75,451.172,50.52,85.733,15.463,328.9,49.25,184.55,69.61,-0.193,137.7,22.113,63.3,-0.028,-0.065,455.825,73.4,630.435,430.293,23.15,339.1,516,-26.3,4212,69.3,42.09,355.25,849.75,516,470.875,22020,0,0,0,0.9621,362.83,-0.158,1.4071,704.742,1.55859,1.17268,-0.557,-0.173,-9.08,96.8,3571,13965,100.15,268.35,74.29,0.90705,73.44,-4.35,28.15,67.5,73.93,1601,359.25,35.52,0.35557,225.5,2245,0.28,69.3,545.75,70.4,1.5,89.06,1.42,48740,74.94,14.18,73.145,14.12,55.48,315,33.5,193,361,1.423,-3.361,0.1,151.775,65.98,100.18,8958,663.75,103.06,0,0,0,112.43,2.746,2.1044,14.348,2.757,36.77,110.65,86.308,508.5,99.135,478.3,109.025,60.25,2.0903,59.9,0.14685,-0.0434,705.838,66.48,108.15,0,244838,24531,148,7286,0,35291,0,46,0,48,17923,0,361,29456,0,525,1150,0,0,0,0,0,0,0,0,3492,21,0,0,0,0,127,147,238,0,16270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29504,133,4,205044,0,0,0,11378,0,23773,8617,129800,36,0,2,22678,0,17771,0,25,4,33,215,27250,0,262,50,0,5,0,1,16286,2028,120,0,0,4787,12905,0,23985,55043,150,342519,0,0,0,109,22495,0,5913,0,21189,0,43888,65441,992,14945,5423,0,4610,0,0,0,0,0
